UNITID,XGRCOHRT,GRCOHRT,XUGENTER,UGENTERN,XPGRCOHR,PGRCOHRT,XRRFTCT,RRFTCT,XRRFTEX,RRFTEX,XRRFTIN,RRFTIN,XRRFTCTA,RRFTCTA,XRET_NMF,RET_NMF,XRET_PCF,RET_PCF,XRRPTCT,RRPTCT,XRRPTEX,RRPTEX,XRRPTIN,RRPTIN,XRRPTCTA,RRPTCTA,XRET_NMP,RET_NMP,XRET_PCP,RET_PCP,XSTUFACR,STUFACR 
105428,"R",578,"R",4503,"R",13,"R",405,"R",0,"Z",0,"R",405,"R",271,"R",67,"R",392,"R",0,"Z",0,"R",392,"R",177,"R",45,"R",12
105525,"R",1066,"R",5087,"R",21,"R",855,"R",1,"R",0,"R",854,"R",584,"R",68,"R",1441,"R",0,"R",0,"R",1441,"R",749,"R",52,"R",19
105534,"A",,"A",,"A",,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",26
105543,"A",,"A",,"A",,"R",121,"R",0,"R",0,"R",121,"R",77,"R",64,"A",,"A",,"A",,"A",,"A",,"A",,"R",18
105589,"R",32,"R",67,"R",48,"R",36,"R",0,"R",0,"R",36,"R",19,"R",53,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",9
105659,"A",,"A",,"A",,"R",343,"R",1,"R",0,"R",342,"R",271,"R",79,"A",,"A",,"A",,"A",,"A",,"A",,"R",34
105668,"R",162,"R",8608,"R",2,"R",93,"R",0,"Z",0,"R",93,"R",56,"R",60,"R",169,"R",0,"Z",0,"R",169,"R",72,"R",43,"R",28
105677,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",6
105747,"R",399,"R",3344,"R",12,"R",309,"R",0,"Z",0,"R",309,"R",194,"R",63,"R",245,"R",0,"Z",0,"R",245,"R",102,"R",42,"R",14
105792,"R",312,"R",1976,"R",16,"R",229,"R",0,"Z",0,"R",229,"R",125,"R",55,"R",162,"R",0,"Z",0,"R",162,"R",59,"R",36,"R",14
105899,"R",295,"R",424,"R",70,"R",300,"R",0,"R",0,"R",300,"R",181,"R",60,"R",11,"R",0,"R",0,"R",11,"R",6,"R",55,"R",15
106041,"A",,"A",,"A",,"R",835,"R",5,"R",0,"R",830,"R",516,"R",62,"A",,"A",,"A",,"A",,"A",,"A",,"R",38
106148,"R",484,"R",2555,"R",19,"R",500,"R",0,"R",0,"R",500,"R",320,"R",64,"R",642,"R",0,"R",0,"R",642,"R",256,"R",40,"R",18
106245,"R",523,"R",1934,"R",27,"R",416,"R",0,"R",0,"R",416,"R",310,"R",75,"R",29,"R",0,"R",0,"R",29,"R",13,"R",45,"R",11
106263,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",20
106306,"R",136,"R",218,"R",62,"R",128,"R",0,"R",0,"R",128,"R",25,"R",20,"R",20,"R",0,"R",0,"R",20,"R",4,"R",20,"R",23
106315,"A",,"A",,"A",,"R",9,"R",0,"R",0,"R",9,"R",6,"R",67,"A",,"A",,"A",,"A",,"A",,"A",,"R",20
106324,"A",,"A",,"A",,"R",15,"R",0,"R",0,"R",15,"R",7,"R",47,"R",10,"R",0,"R",0,"R",10,"R",4,"R",40,"R",8
106342,"R",144,"R",187,"R",77,"R",138,"R",0,"R",0,"R",138,"R",70,"R",51,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",9
106351,"A",,"A",,"A",,"R",8,"R",1,"R",0,"R",7,"R",3,"R",43,"A",,"A",,"A",,"A",,"A",,"A",,"R",25
106360,"A",,"A",,"A",,"R",2,"R",0,"R",0,"R",2,"R",1,"R",50,"A",,"A",,"A",,"A",,"A",,"A",,"R",16
106397,"R",7063,"R",8752,"R",81,"R",6012,"R",0,"Z",0,"R",6012,"R",5145,"R",86,"R",51,"R",0,"Z",0,"R",51,"R",31,"R",61,"R",20
106412,"R",504,"R",709,"R",71,"R",590,"R",1,"R",0,"R",589,"R",347,"R",59,"R",87,"R",0,"R",0,"R",87,"R",18,"R",21,"R",13
106449,"R",541,"R",772,"R",70,"R",533,"R",1,"R",0,"R",532,"R",329,"R",62,"R",50,"R",0,"R",0,"R",50,"R",20,"R",40,"R",15
106458,"R",1240,"R",2128,"R",58,"R",1199,"R",0,"Z",0,"R",1199,"R",930,"R",78,"R",69,"R",0,"Z",0,"R",69,"R",23,"R",33,"R",15
106467,"R",1385,"R",1769,"R",78,"R",1078,"Z",0,"Z",0,"R",1078,"R",678,"R",63,"R",6,"Z",0,"Z",0,"R",6,"R",1,"R",17,"R",18
106485,"R",374,"R",993,"R",38,"R",249,"R",0,"R",0,"R",249,"R",169,"R",68,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",12
106494,"A",,"A",,"A",,"R",11,"R",0,"R",0,"R",11,"R",8,"R",73,"A",,"A",,"A",,"A",,"A",,"A",,"R",19
106546,"R",4,"R",207,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",8
106625,"R",251,"R",375,"R",67,"R",244,"Z",0,"Z",0,"R",244,"R",152,"R",62,"R",43,"Z",0,"Z",0,"R",43,"R",20,"R",47,"R",16
106704,"R",1799,"R",2355,"R",76,"R",1844,"R",0,"R",0,"R",1844,"R",1367,"R",74,"R",10,"R",0,"R",0,"R",10,"R",2,"R",20,"R",14
106713,"R",103,"R",202,"R",51,"R",115,"R",0,"R",0,"R",115,"R",72,"R",63,"R",2,"R",0,"R",0,"R",2,"R",0,"R",0,"R",10
106795,"R",181,"R",537,"R",34,"R",173,"R",0,"R",0,"R",173,"R",136,"R",79,"R",57,"R",0,"R",0,"R",57,"R",22,"R",39,"R",17
106810,"R",54,"R",88,"R",61,"R",44,"R",0,"R",0,"R",44,"R",32,"R",73,"A",,"A",,"A",,"A",,"A",,"A",,"R",9
106883,"R",99,"R",544,"R",18,"R",122,"R",0,"R",0,"R",122,"R",67,"R",55,"R",19,"R",0,"R",0,"R",19,"R",12,"R",63,"R",11
106908,"A",,"A",,"A",,"R",48,"Z",0,"Z",0,"R",48,"R",42,"R",88,"R",1,"Z",0,"Z",0,"R",1,"R",1,"R",100,"R",15
106980,"R",474,"R",706,"R",67,"R",502,"R",0,"R",0,"R",502,"R",271,"R",54,"R",79,"R",0,"R",0,"R",79,"R",28,"R",35,"R",14
106999,"R",186,"R",283,"R",66,"R",179,"R",0,"R",0,"R",179,"R",80,"R",45,"R",23,"R",0,"R",0,"R",23,"R",6,"R",26,"R",13
107044,"R",801,"R",1119,"R",72,"R",744,"R",0,"R",1,"R",745,"R",629,"R",84,"R",2,"R",0,"R",3,"R",5,"R",2,"R",40,"R",15
107071,"R",404,"R",539,"R",75,"R",362,"R",0,"R",0,"R",362,"R",207,"R",57,"R",2,"R",0,"R",0,"R",2,"R",0,"R",0,"R",16
107080,"R",363,"R",377,"R",96,"R",315,"R",0,"R",0,"R",315,"R",249,"R",79,"A",,"A",,"A",,"A",,"A",,"A",,"R",11
107099,"A",,"A",,"A",,"R",10,"R",0,"Z",0,"R",10,"R",6,"R",60,"A",,"A",,"A",,"A",,"A",,"A",,"R",25
107123,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",8
107141,"R",304,"R",703,"R",43,"R",329,"R",1,"R",0,"R",328,"R",277,"R",84,"R",4,"R",0,"R",0,"R",4,"R",2,"R",50,"R",15
107220,"A",,"A",,"A",,"R",169,"R",0,"R",0,"R",169,"R",128,"R",76,"A",,"A",,"A",,"A",,"A",,"A",,"R",8
107293,"A",,"A",,"A",,"R",10,"R",0,"R",0,"R",10,"R",7,"R",70,"A",,"A",,"A",,"A",,"A",,"A",,"R",22
107318,"R",56,"R",156,"R",36,"R",85,"R",0,"R",0,"R",85,"R",61,"R",72,"R",45,"R",0,"R",0,"R",45,"R",17,"R",38,"R",11
107327,"R",149,"R",578,"R",26,"R",163,"R",0,"R",0,"R",163,"R",92,"R",56,"R",36,"R",0,"R",0,"R",36,"R",15,"R",42,"R",17
107442,"A",,"A",,"A",,"R",4,"R",0,"R",0,"R",4,"R",1,"R",25,"A",,"A",,"A",,"A",,"A",,"A",,"R",20
107460,"R",306,"R",462,"R",66,"R",268,"R",0,"R",0,"R",268,"R",147,"R",55,"R",45,"R",0,"R",1,"R",46,"R",13,"R",28,"R",12
107488,"A",,"A",,"A",,"R",152,"R",0,"R",0,"R",152,"R",142,"R",93,"A",,"A",,"A",,"A",,"A",,"A",,"R",8
107512,"R",445,"R",600,"R",74,"R",485,"R",0,"R",0,"R",485,"R",383,"R",79,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",12
107521,"R",90,"R",175,"R",51,"R",53,"R",0,"R",0,"R",53,"R",27,"R",51,"R",22,"R",0,"R",0,"R",22,"R",6,"R",27,"R",12
107549,"R",121,"R",405,"R",30,"R",129,"R",0,"R",0,"R",129,"R",88,"R",68,"R",8,"R",0,"R",0,"R",8,"R",3,"R",38,"R",13
107558,"R",229,"R",295,"R",78,"R",201,"R",4,"R",0,"R",197,"R",135,"R",69,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",14
107585,"R",410,"R",872,"R",47,"R",390,"R",0,"R",0,"R",390,"R",213,"R",55,"R",89,"R",0,"R",0,"R",89,"R",35,"R",39,"R",20
107600,"R",217,"R",326,"R",67,"R",90,"R",0,"R",0,"R",90,"R",65,"R",72,"A",,"A",,"A",,"A",,"A",,"A",,"R",11
107619,"R",115,"R",208,"R",55,"R",117,"Z",0,"Z",0,"R",117,"R",89,"R",76,"R",21,"Z",0,"Z",0,"R",21,"R",13,"R",62,"R",10
107637,"R",45,"R",342,"R",13,"R",39,"Z",0,"Z",0,"R",39,"R",21,"R",54,"R",93,"Z",0,"Z",0,"R",93,"R",34,"R",37,"R",9
107655,"A",,"A",,"A",,"R",8,"R",0,"R",0,"R",8,"R",5,"R",63,"A",,"A",,"A",,"A",,"A",,"A",,"R",14
107664,"R",605,"R",1271,"R",48,"R",729,"R",0,"R",0,"R",729,"R",436,"R",60,"R",191,"R",0,"R",0,"R",191,"R",61,"R",32,"R",15
107725,"R",114,"R",521,"R",22,"R",123,"R",0,"R",0,"R",123,"R",82,"R",67,"R",52,"R",0,"R",0,"R",52,"R",28,"R",54,"R",12
107743,"R",135,"R",351,"R",38,"R",172,"R",0,"R",0,"R",172,"R",106,"R",62,"R",33,"R",0,"R",0,"R",33,"R",16,"R",48,"R",16
107789,"A",,"A",,"A",,"R",35,"Z",0,"Z",0,"R",35,"R",31,"R",89,"A",,"A",,"A",,"A",,"A",,"A",,"R",18
107831,"A",,"A",,"A",,"P",5,"P",0,"P",0,"P",5,"P",4,"P",80,"P",0,"P",0,"P",0,"P",0,"P",0,"A",,"P",25
107840,"R",112,"R",126,"R",89,"R",56,"R",0,"R",0,"R",56,"R",18,"R",32,"R",14,"R",0,"R",0,"R",14,"R",2,"R",14,"R",12
107877,"R",144,"R",192,"R",75,"R",190,"R",0,"R",0,"R",190,"R",110,"R",58,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",16
107974,"R",165,"R",532,"R",31,"R",172,"R",0,"R",0,"R",172,"R",84,"R",49,"R",47,"R",1,"R",0,"R",46,"R",24,"R",52,"R",13
107983,"R",703,"R",1164,"R",60,"R",628,"R",0,"R",0,"R",628,"R",443,"R",71,"R",4,"R",0,"R",0,"R",4,"R",3,"R",75,"R",15
107992,"R",195,"R",322,"R",61,"R",201,"R",0,"R",0,"R",201,"R",115,"R",57,"R",41,"R",0,"R",0,"R",41,"R",10,"R",24,"R",11
108065,"A",,"A",,"A",,"R",7,"R",0,"R",0,"R",7,"R",6,"R",86,"R",2,"R",0,"R",0,"R",2,"R",2,"R",100,"R",15
108092,"R",764,"R",1136,"R",67,"R",570,"R",1,"Z",0,"R",569,"R",405,"R",71,"R",29,"R",0,"Z",0,"R",29,"R",16,"R",55,"R",19
108232,"R",163,"R",845,"R",19,"R",255,"R",0,"R",0,"R",255,"R",179,"R",70,"R",234,"R",0,"R",0,"R",234,"R",93,"R",40,"R",15
108667,"R",159,"R",2633,"R",6,"R",129,"R",3,"R",0,"R",126,"R",71,"R",56,"R",413,"R",0,"R",0,"R",413,"R",106,"R",26,"R",30
108807,"R",780,"R",3348,"R",23,"R",690,"R",0,"R",0,"R",690,"R",448,"R",65,"R",403,"R",0,"R",0,"R",403,"R",146,"R",36,"R",22
108852,"R",56,"R",88,"R",64,"R",76,"R",0,"R",0,"R",76,"R",62,"R",82,"A",,"A",,"A",,"A",,"A",,"A",,"R",12
108861,"R",3,"R",12,"R",25,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",2
108977,"A",,"A",,"A",,"R",13,"Z",0,"Z",0,"R",13,"R",11,"R",85,"R",16,"Z",0,"Z",0,"R",16,"R",15,"R",94,"R",25
109040,"A",,"A",,"A",,"R",99,"R",0,"R",0,"R",99,"R",73,"R",74,"A",,"A",,"A",,"A",,"A",,"A",,"R",31
109208,"R",1147,"R",9141,"R",13,"R",1043,"R",0,"R",0,"R",1043,"R",721,"R",69,"R",1958,"R",0,"R",0,"R",1958,"R",782,"R",40,"R",27
109350,"R",1272,"R",3731,"R",34,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",22
109651,"R",275,"R",423,"R",65,"R",273,"R",4,"R",0,"R",269,"R",231,"R",86,"A",,"A",,"A",,"A",,"A",,"A",,"R",8
109721,"A",,"A",,"A",,"R",122,"R",0,"R",0,"R",122,"R",83,"R",68,"A",,"A",,"A",,"A",,"A",,"A",,"R",15
109730,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",12
109785,"R",510,"R",654,"R",78,"R",624,"R",0,"R",0,"R",624,"R",486,"R",78,"R",10,"Z",0,"Z",0,"R",10,"R",2,"R",20,"R",10
109819,"R",1604,"R",7765,"R",21,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",28
109907,"R",260,"R",1260,"R",21,"R",195,"R",0,"R",0,"R",195,"R",124,"R",64,"R",117,"R",0,"R",0,"R",117,"R",38,"R",32,"R",21
109934,"A",,"A",,"A",,"R",36,"R",0,"R",0,"R",36,"R",27,"R",75,"A",,"A",,"A",,"A",,"A",,"A",,"R",20
110060,"R",23,"R",43,"R",53,"R",61,"R",0,"R",0,"R",61,"R",11,"R",18,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",15
110097,"R",694,"R",969,"R",72,"R",644,"R",0,"R",0,"R",644,"R",543,"R",84,"R",3,"R",0,"R",0,"R",3,"R",1,"R",33,"R",13
110194,"A",,"A",,"A",,"R",162,"R",0,"R",0,"R",162,"R",143,"R",88,"A",,"A",,"A",,"A",,"A",,"A",,"R",15
110219,"R",373,"R",515,"R",72,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",28
110246,"R",1093,"R",3241,"R",34,"R",965,"R",0,"R",0,"R",965,"R",676,"R",70,"R",1009,"R",0,"R",0,"R",1009,"R",303,"R",30,"R",20
110316,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",13
110334,"R",549,"R",2721,"R",20,"R",718,"R",0,"R",0,"R",718,"R",530,"R",74,"R",559,"R",0,"R",0,"R",559,"R",219,"R",39,"R",16
110361,"R",1269,"R",2588,"R",49,"R",1332,"R",1,"Z",0,"R",1331,"R",965,"R",73,"R",40,"R",0,"Z",0,"R",40,"R",13,"R",33,"R",18
110370,"R",190,"R",276,"R",69,"R",209,"R",0,"R",0,"R",209,"R",164,"R",78,"A",,"A",,"A",,"A",,"A",,"A",,"R",7
110404,"R",224,"R",232,"R",97,"R",270,"R",1,"Z",0,"R",269,"R",264,"R",98,"A",,"A",,"A",,"A",,"A",,"A",,"R",3
110413,"R",602,"R",825,"R",73,"R",490,"R",0,"R",0,"R",490,"R",397,"R",81,"A",,"A",,"A",,"A",,"A",,"A",,"R",14
110422,"R",5099,"R",5983,"R",85,"R",4859,"Z",0,"Z",0,"R",4859,"R",4566,"R",94,"R",25,"Z",0,"Z",0,"R",25,"R",16,"R",64,"R",20
110468,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",4
110486,"R",1080,"R",2322,"R",47,"R",1137,"Z",0,"Z",0,"R",1137,"R",829,"R",73,"R",28,"Z",0,"Z",0,"R",28,"R",13,"R",46,"R",19
110495,"R",963,"R",2496,"R",39,"R",874,"Z",0,"Z",0,"R",874,"R",706,"R",81,"R",77,"Z",0,"Z",0,"R",77,"R",36,"R",47,"R",18
110510,"R",2236,"R",5114,"R",44,"R",1908,"Z",0,"Z",0,"R",1908,"R",1528,"R",80,"R",93,"Z",0,"Z",0,"R",93,"R",49,"R",53,"R",23
110529,"R",3576,"R",6716,"R",53,"R",3386,"Z",0,"Z",0,"R",3386,"R",2935,"R",87,"R",77,"Z",0,"Z",0,"R",77,"R",42,"R",55,"R",25
110538,"R",1970,"R",3483,"R",57,"R",1877,"Z",0,"Z",0,"R",1877,"R",1499,"R",80,"R",52,"Z",0,"Z",0,"R",52,"R",20,"R",38,"R",20
110547,"R",1908,"R",4068,"R",47,"R",1920,"Z",0,"Z",0,"R",1920,"R",1348,"R",70,"R",128,"Z",0,"Z",0,"R",128,"R",41,"R",32,"R",22
110556,"R",3236,"R",6290,"R",51,"R",3170,"Z",0,"Z",0,"R",3170,"R",2400,"R",76,"R",281,"Z",0,"Z",0,"R",281,"R",117,"R",42,"R",21
110565,"R",4965,"R",9983,"R",50,"R",4064,"Z",0,"Z",0,"R",4064,"R",3475,"R",86,"R",155,"Z",0,"Z",0,"R",155,"R",73,"R",47,"R",24
110574,"R",882,"R",2822,"R",31,"R",921,"Z",0,"Z",0,"R",921,"R",690,"R",75,"R",20,"Z",0,"Z",0,"R",20,"R",10,"R",50,"R",22
110583,"R",5260,"R",9480,"R",55,"R",4740,"Z",0,"Z",0,"R",4740,"R",4050,"R",85,"R",125,"Z",0,"Z",0,"R",125,"R",84,"R",67,"R",22
110592,"R",3715,"R",6602,"R",56,"R",3895,"Z",0,"Z",0,"R",3895,"R",2862,"R",73,"R",200,"Z",0,"Z",0,"R",200,"R",78,"R",39,"R",22
110608,"R",4899,"R",10126,"R",48,"R",4617,"Z",0,"Z",0,"R",4617,"R",3449,"R",75,"R",99,"Z",0,"Z",0,"R",99,"R",45,"R",45,"R",24
110617,"R",3804,"R",8024,"R",47,"R",3486,"Z",0,"Z",0,"R",3486,"R",2797,"R",80,"R",95,"Z",0,"Z",0,"R",95,"R",50,"R",53,"R",24
110635,"R",6680,"R",9435,"R",71,"R",6892,"R",0,"R",0,"R",6892,"R",6608,"R",96,"R",39,"R",0,"R",0,"R",39,"R",33,"R",85,"R",19
110644,"R",6292,"R",9194,"R",68,"R",7382,"R",0,"R",0,"R",7382,"R",6784,"R",92,"R",100,"R",0,"R",0,"R",100,"R",75,"R",75,"R",21
110653,"R",5656,"R",8259,"R",68,"R",6473,"R",0,"R",0,"R",6473,"R",5908,"R",91,"R",16,"R",0,"R",0,"R",16,"R",12,"R",75,"R",18
110662,"R",6450,"R",10149,"R",64,"R",6567,"R",0,"R",0,"R",6567,"R",6341,"R",97,"R",17,"R",0,"R",0,"R",17,"R",9,"R",53,"R",18
110671,"R",5522,"R",7097,"R",78,"R",5154,"R",0,"R",0,"R",5154,"R",4502,"R",87,"R",50,"R",0,"R",0,"R",50,"R",17,"R",34,"R",24
110680,"R",6530,"R",9618,"R",68,"R",7506,"R",0,"R",0,"R",7506,"R",7010,"R",93,"R",36,"R",0,"R",0,"R",36,"R",28,"R",78,"R",19
110705,"R",4944,"R",7102,"R",70,"R",4884,"R",0,"R",0,"R",4884,"R",4511,"R",92,"R",14,"R",0,"R",0,"R",14,"R",8,"R",57,"R",17
110714,"R",3834,"R",5086,"R",75,"R",4155,"R",0,"R",0,"R",4155,"R",3655,"R",88,"R",33,"R",0,"R",0,"R",33,"R",17,"R",52,"R",23
110778,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",11
110875,"A",,"A",,"A",,"R",8,"R",0,"Z",0,"R",8,"R",8,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"R",14
110918,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",1
111045,"R",2,"R",12,"R",17,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",12
111054,"A",,"A",,"A",,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"R",18
111081,"R",189,"R",253,"R",75,"R",204,"Z",0,"Z",0,"R",204,"R",173,"R",85,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",7
111188,"R",145,"R",215,"R",67,"R",195,"Z",0,"Z",0,"R",195,"R",142,"R",73,"A",,"A",,"A",,"A",,"A",,"A",,"R",12
111434,"R",268,"R",2205,"R",12,"R",154,"R",0,"R",0,"R",154,"R",116,"R",75,"R",450,"R",0,"R",0,"R",450,"R",162,"R",36,"R",22
111461,"R",1354,"R",4132,"R",33,"R",1263,"R",0,"R",0,"R",1263,"R",899,"R",71,"R",735,"R",0,"R",0,"R",735,"R",267,"R",36,"R",26
111513,"A",,"A",,"A",,"R",12,"R",0,"R",0,"R",12,"R",10,"R",83,"R",2,"R",0,"R",0,"R",2,"R",2,"R",100,"R",20
111638,"A",,"A",,"A",,"R",5,"R",0,"R",0,"R",5,"R",4,"R",80,"A",,"A",,"A",,"A",,"A",,"A",,"R",19
111708,"A",,"A",,"A",,"R",39,"Z",0,"R",0,"R",39,"R",38,"R",97,"A",,"A",,"A",,"A",,"A",,"A",,"R",25
111717,"A",,"A",,"A",,"R",33,"Z",0,"Z",0,"R",33,"R",31,"R",94,"R",1,"Z",0,"Z",0,"R",1,"R",1,"R",100,"R",15
111726,"A",,"A",,"A",,"R",36,"Z",0,"Z",0,"R",36,"R",30,"R",83,"A",,"A",,"A",,"A",,"A",,"A",,"R",13
111744,"A",,"A",,"A",,"R",31,"R",1,"Z",0,"R",30,"R",21,"R",70,"A",,"A",,"A",,"A",,"A",,"A",,"R",14
111762,"A",,"A",,"A",,"R",22,"R",0,"Z",0,"R",22,"R",19,"R",86,"A",,"A",,"A",,"A",,"A",,"A",,"R",15
111799,"A",,"A",,"A",,"R",29,"R",0,"Z",0,"R",29,"R",26,"R",90,"A",,"A",,"A",,"A",,"A",,"A",,"R",26
111887,"R",2282,"R",6797,"R",34,"R",1878,"R",0,"R",0,"R",1878,"R",1234,"R",66,"R",1307,"R",0,"R",0,"R",1307,"R",580,"R",44,"R",26
111896,"R",185,"R",2204,"R",8,"R",153,"R",0,"R",0,"R",153,"R",69,"R",45,"R",496,"R",0,"R",0,"R",496,"R",141,"R",28,"R",23
111920,"R",907,"R",3690,"R",25,"R",845,"R",0,"R",0,"R",845,"R",618,"R",73,"R",823,"R",0,"R",0,"R",823,"R",347,"R",42,"R",21
111939,"R",1685,"R",6666,"R",25,"R",1341,"R",0,"R",0,"R",1341,"R",916,"R",68,"R",1473,"R",0,"R",0,"R",1473,"R",647,"R",44,"R",22
111948,"R",2061,"R",2588,"R",80,"R",1595,"R",0,"R",0,"R",1595,"R",1456,"R",91,"R",13,"R",0,"R",0,"R",13,"R",8,"R",62,"R",12
111966,"R",14,"R",82,"R",17,"R",15,"R",0,"R",0,"R",15,"R",8,"R",53,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",5
112075,"R",344,"R",602,"R",57,"R",341,"R",0,"R",0,"R",341,"R",237,"R",70,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"A",,"R",14
112084,"R",38,"R",120,"R",32,"R",80,"R",0,"R",0,"R",80,"R",48,"R",60,"R",2,"R",0,"R",2,"R",4,"R",4,"R",100,"R",11
112172,"R",1193,"R",3252,"R",37,"R",877,"R",0,"R",0,"R",877,"R",599,"R",68,"R",422,"R",0,"R",0,"R",422,"R",203,"R",48,"R",23
112181,"A",,"A",,"A",,"R",17,"R",0,"R",0,"R",17,"R",15,"R",88,"A",,"A",,"A",,"A",,"A",,"A",,"R",18
112190,"R",1097,"R",4670,"R",23,"R",895,"R",0,"R",0,"R",895,"R",596,"R",67,"R",1011,"R",0,"R",0,"R",1011,"R",346,"R",34,"R",20
112260,"R",322,"R",333,"R",97,"R",356,"R",0,"R",0,"R",356,"R",341,"R",96,"A",,"A",,"A",,"A",,"A",,"A",,"R",8
112288,"A",,"A",,"A",,"R",391,"Z",0,"Z",0,"R",391,"R",297,"R",76,"A",,"A",,"A",,"A",,"A",,"A",,"R",17
112367,"A",,"A",,"A",,"R",19,"R",0,"R",0,"R",19,"R",18,"R",95,"R",46,"R",0,"R",0,"R",46,"R",46,"R",100,"R",17
112385,"R",113,"R",3723,"R",3,"R",77,"R",0,"R",0,"R",77,"R",42,"R",55,"R",537,"R",0,"R",0,"R",537,"R",139,"R",26,"R",30
112394,"R",39,"R",80,"R",49,"R",16,"R",0,"R",0,"R",16,"R",8,"R",50,"R",2,"R",0,"R",0,"R",2,"R",1,"R",50,"R",11
112455,"A",,"A",,"A",,"R",31,"Z",0,"Z",0,"R",31,"R",28,"R",90,"A",,"A",,"A",,"A",,"A",,"A",,"R",13
112561,"R",212,"R",482,"R",44,"R",140,"Z",0,"R",0,"R",140,"R",80,"R",57,"R",150,"R",0,"R",0,"R",150,"R",35,"R",23,"R",14
112570,"A",,"A",,"A",,"R",66,"R",0,"R",0,"R",66,"R",24,"R",36,"R",3,"R",0,"R",0,"R",3,"R",2,"R",67,"R",15
112686,"R",174,"R",1243,"R",14,"R",132,"R",0,"R",0,"R",132,"R",84,"R",64,"R",152,"R",0,"R",0,"R",152,"R",61,"R",40,"R",14
112826,"R",377,"R",2053,"R",18,"R",266,"R",0,"R",0,"R",266,"R",172,"R",65,"R",357,"R",0,"R",0,"R",357,"R",135,"R",38,"R",20
113096,"R",1179,"R",5148,"R",23,"R",1113,"R",0,"R",0,"R",1113,"R",802,"R",72,"R",1284,"R",0,"R",0,"R",1284,"R",522,"R",41,"R",27
113111,"R",476,"R",1957,"R",24,"R",410,"R",0,"R",0,"R",410,"R",280,"R",68,"R",366,"R",0,"R",0,"R",366,"R",166,"R",45,"R",17
113193,"R",546,"R",3089,"R",18,"R",512,"R",0,"R",0,"R",512,"R",349,"R",68,"R",343,"R",0,"R",0,"R",343,"R",140,"R",41,"R",27
113218,"R",461,"R",2900,"R",16,"R",363,"R",0,"R",0,"R",363,"R",280,"R",77,"R",639,"R",0,"R",0,"R",639,"R",250,"R",39,"R",23
113236,"R",1564,"R",4699,"R",33,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",22
113333,"R",2616,"R",5565,"R",47,"R",2446,"R",0,"R",0,"R",2446,"R",1911,"R",78,"R",675,"R",0,"R",0,"R",675,"R",257,"R",38,"R",27
113449,"A",,"A",,"A",,"R",36,"Z",0,"Z",0,"R",36,"R",29,"R",81,"A",,"A",,"A",,"A",,"A",,"A",,"R",25
