UNITID,LEXP100K,LCOLELYN,XLPBOOKS,LPBOOKS,XLEBOOKS,LEBOOKS,XLEDATAB,LEDATAB,XLPMEDIA,LPMEDIA,XLEMEDIA,LEMEDIA,XLPSERIA,LPSERIA,XLESERIA,LESERIA,XLPCOLLC,LPCLLCT,XLECOLLC,LECLLCT,XLTCLLCT,LTCLLCT,XLPCRCLT,LPCRCLT,XLECRCLT,LECRCLT,XLTCRCLT,LTCRCLT,LILLDYN,XLILLDPR,LILLDPR,XLILLDRC,LILLDRC,LILSYN,XLSTOTAL,LSTOTAL,XLSLIBRN,LSLIBRN,XLSOPROF,LSOPROF,XLSOPAID,LSOPAID,XLSSTAST,LSSTAST,XLBRANCH,LBRANCH,XSALWAG,LSALWAG,LFRNGBYN,XLFRNGBN,LFRNGBN,XLEXMSBB,LEXMSBB,XLEXMSCS,LEXMSCS,XLEXMSOT,LEXMSOT,XLEXMSTL,LEXMSTL,XLEXOMPS,LEXOMPS,XLEXOMOT,LEXOMOT,XLEXOMTL,LEXOMTL,XLEXPTOT,LEXPTOT,LSWMSOM 
104708,1 ,2,"R",92183,"R",478121,"R",99,"R",25785,"R",39810,"R",51,"R",56610,"R",118019,"R",574640,"R",692659,"R",18883,"R",148937,"R",167820,1,"R",496,"R",75,1,"R",19.78,"R",10,"R",7.75,"R",1.9,"R",0.13,"R",1,"R",1106789,2,"R",0,"R",125228,"R",244397,"R",0,"R",369625,"R",460,"R",17487,"R",17947,"R",1494361,1494361
104717,1 ,2,"R",6538,"R",254642,"R",250,"R",133,"R",36784,"R",4,"R",116474,"R",6675,"R",408150,"R",414825,"R",660,"R",10381139,"R",10381799,1,"R",77,"R",5369,1,"R",39.5,"R",19.5,"R",5,"R",0,"R",15,"R",0,"R",1327889,2,"Z",0,"R",75470,"R",1414424,"R",20649,"R",1510543,"R",0,"R",332000,"R",332000,"R",3170432,3170432
105145,1 ,2,"R",33751,"R",548187,"R",351,"R",2940,"R",121030,"R",40,"R",152226,"R",36731,"R",821794,"R",858525,"R",3610,"R",74303,"R",77913,1,"R",155,"R",29,1,"R",7.41,"R",3.91,"R",3,"R",0.5,"R",0,"R",0,"R",449503,2,"R",0,"R",12243,"R",188554,"R",1036,"R",201833,"R",0,"R",3513,"R",3513,"R",654849,654849
105154,1 ,2,"R",78363,"R",415268,"R",179,"R",1670,"R",44758,"R",978,"R",27,"R",81011,"R",460232,"R",541243,"R",11895,"R",301127,"R",313022,1,"R",197,"R",12,1,"R",37,"R",7,"R",8,"R",22,"R",0,"R",1,"R",1255417,1,"R",369855,"R",127887,"R",280791,"R",7939,"R",416617,"R",0,"R",15000,"R",15000,"R",2056889,1687034
105206,1 ,2,"R",19010,"R",237000,"R",87,"R",1336,"R",44003,"R",1297,"R",9,"R",21643,"R",281099,"R",302742,"R",2108,"R",79754,"R",81862,1,"R",172,"R",203,1,"R",11,"R",3,"R",0,"R",5,"R",3,"R",4,"R",377389,2,"Z",0,"R",27529,"R",89601,"R",6214,"R",123344,"R",0,"R",3629,"R",3629,"R",504362,504362
105215,1 ,2,"R",165,"R",0,"R",20,"R",0,"R",1260,"R",14,"R",0,"R",179,"R",1280,"R",1459,"R",170,"R",16,"R",186,2,"A",,"A",,1,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",115937,2,"Z",0,"R",0,"R",650,"R",350,"R",1000,"R",0,"R",0,"R",0,"R",116937,116937
105297,1 ,2,"R",122336,"R",7899,"R",53,"R",5106,"R",256765,"R",115,"R",0,"R",127557,"R",264717,"R",392274,"R",1553,"R",2341,"R",3894,1,"R",0,"R",254,1,"R",8,"R",4,"R",1,"R",3,"R",0,"R",2,"R",396132,1,"R",114047,"R",58500,"R",142000,"R",0,"R",200500,"R",1300,"R",6849,"R",8149,"R",718828,604781
105330,1 ,2,"R",575047,"R",358674,"R",148,"R",49564,"R",216502,"R",4549,"R",99750,"R",629160,"R",675074,"R",1304234,"R",22069,"R",925661,"R",947730,1,"R",8945,"R",12011,1,"R",50.5,"R",25,"R",0,"R",20.5,"R",5,"R",0,"R",3226053,2,"Z",0,"R",24613,"R",1361786,"R",130621,"R",1517020,"R",1465,"R",321861,"R",323326,"R",5066399,5066399
105349,1 ,2,"R",45509,"R",5334,"R",91,"R",5109,"R",0,"R",120,"R",65,"R",50738,"R",5490,"R",56228,"R",3559,"R",75228,"R",78787,1,"R",114,"R",22,1,"R",11,"R",3,"R",4,"R",4,"R",0,"R",8,"R",383410,1,"R",129980,"R",37675,"R",50712,"R",1951,"R",90338,"R",0,"R",0,"R",0,"R",603728,473748
105428,1 ,2,"R",52290,"R",260389,"R",94,"R",5954,"R",121593,"R",8,"R",54679,"R",58252,"R",436755,"R",495007,"R",3484,"R",122363,"R",125847,1,"R",646,"R",213,1,"R",15.65,"R",6.35,"R",0,"R",8.2,"R",1.1,"R",0,"R",860757,2,"R",0,"R",79981,"R",221756,"R",1036,"R",302773,"R",0,"R",15571,"R",15571,"R",1179101,1179101
105525,1 ,2,"R",300657,"R",34065,"R",102,"R",22337,"R",66091,"R",278,"R",63,"R",323272,"R",100321,"R",423593,"R",27201,"R",619246,"R",646447,1,"R",147,"R",23,1,"R",46.5,"R",16,"R",1,"R",18.5,"R",11,"R",5,"R",1924644,1,"R",617903,"R",253062,"R",363053,"R",16469,"R",632584,"R",0,"R",200270,"R",200270,"R",3375401,2757498
105534,2 ,1,"A",,"R",226153,"R",9,"A",,"R",0,"A",,"R",0,"A",,"R",226162,"R",226162,"A",,"R",278678,"R",278678,2,"A",,"A",,2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
105589,1 ,2,"R",1236,"R",32481,"R",122487,"R",318,"R",2800,"R",178,"R",9250,"R",1732,"R",167018,"R",168750,"R",1705,"R",52188,"R",53893,1,"R",1432,"R",204,1,"R",4,"R",1.5,"R",1,"R",0,"R",1.5,"R",2,"R",175994,1,"R",33398,"R",2047,"R",186063,"R",0,"R",188110,"R",0,"R",28724,"R",28724,"R",426226,392828
105659,2 ,2,"R",57,"R",0,"R",1,"R",4,"R",0,"R",20,"R",0,"R",81,"R",1,"R",82,"R",4,"R",2500,"R",2504,2,"A",,"A",,2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
105668,1 ,2,"R",14341,"R",376946,"R",115,"R",2930,"R",40333,"R",28,"R",47782,"R",17299,"R",465176,"R",482475,"R",257,"R",253185,"R",253442,1,"R",20,"R",39,1,"R",6,"R",2,"R",1,"R",3,"R",0,"R",0,"R",628291,2,"R",0,"R",4738,"R",170609,"R",14378,"R",189725,"R",0,"R",0,"R",0,"R",818016,818016
105747,1 ,2,"R",32769,"R",467967,"R",167,"R",1459,"R",126938,"R",62,"R",46670,"R",34290,"R",641742,"R",676032,"R",1053,"R",97136,"R",98189,1,"R",124,"R",38,1,"R",9.5,"R",4,"R",1,"R",4.5,"R",0,"R",0,"R",532212,2,"Z",0,"R",82739,"R",222069,"R",1036,"R",305844,"R",0,"R",20874,"R",20874,"R",858930,858930
105792,1 ,2,"R",32665,"R",240625,"R",89,"R",2725,"R",73446,"R",1890,"R",38332,"R",37280,"R",352492,"R",389772,"R",264,"R",75258,"R",75522,1,"R",48,"R",35,1,"R",14.5,"R",4,"R",8,"R",0,"R",2.5,"R",0,"R",791866,1,"R",235511,"R",26379,"R",138904,"R",0,"R",165283,"R",0,"R",92373,"R",92373,"R",1285033,1049522
105899,1 ,2,"R",23940,"R",20976,"R",62,"R",11207,"R",21,"R",556,"R",0,"R",35703,"R",21059,"R",56762,"R",826,"R",19863,"R",20689,1,"R",91,"R",50,1,"R",4.23,"R",1.63,"R",0,"R",1.65,"R",0.95,"R",0,"R",124159,1,"R",24857,"R",4862,"R",81531,"R",1342,"R",87735,"R",841,"R",3470,"R",4311,"R",241062,216205
106041,1 ,2,"R",165,"R",0,"R",20,"R",0,"R",1260,"R",14,"R",0,"R",179,"R",1280,"R",1459,"R",170,"R",16,"R",186,2,"A",,"A",,1,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",115937,2,"Z",0,"R",0,"R",650,"R",350,"R",1000,"R",0,"R",0,"R",0,"R",116937,116937
106148,1 ,2,"R",83024,"R",322880,"R",41,"R",18791,"R",7056,"R",101,"R",14273,"R",101916,"R",344250,"R",446166,"R",12717,"R",67388,"R",80105,1,"R",41595,"R",3891,1,"R",15.98,"R",5,"R",5,"R",5,"R",0.98,"R",1,"R",690138,1,"R",209135,"R",91378,"R",124420,"R",0,"R",215798,"R",14,"R",40456,"R",40470,"R",1155541,946406
106245,1 ,2,"R",341609,"R",325903,"R",195,"R",26783,"R",78034,"R",1773,"R",92153,"R",370165,"R",496285,"R",866450,"R",6296,"R",62330,"R",68626,1,"R",954,"R",1143,1,"R",26.5,"R",7,"R",7,"R",6,"R",6.5,"R",1,"R",1047358,1,"R",283665,"R",15513,"R",996929,"R",0,"R",1012442,"R",0,"R",466465,"R",466465,"R",2809930,2526265
106263,1 ,2,"R",41621,"R",2870,"R",122,"R",4476,"Z",0,"R",131,"R",18030,"R",46228,"R",21022,"R",67250,"R",363,"R",415109,"R",415472,1,"R",912,"R",3660,1,"R",22.77,"R",8.56,"R",4.92,"R",9.29,"R",0,"R",0,"R",1122296,1,"R",314243,"R",6260,"R",2514553,"R",3063,"R",2523876,"R",0,"R",301956,"R",301956,"R",4262371,3948128
106306,2 ,2,"R",23980,"R",0,"R",4,"R",2,"R",0,"R",38,"R",52,"R",24020,"R",56,"R",24076,"R",20,"R",31498,"R",31518,1,"R",2,"R",3,1,"R",3,"R",2,"R",0,"R",0,"R",1,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
106342,1 ,2,"R",76868,"R",287208,"R",152,"R",1461,"R",76827,"R",356,"R",62552,"R",78685,"R",426739,"R",505424,"R",367,"R",103828,"R",104195,1,"R",597,"R",275,1,"R",4.15,"R",3,"R",0,"R",0,"R",1.15,"R",0,"R",152358,2,"Z",0,"R",9317,"R",193516,"R",22462,"R",225295,"R",0,"R",67273,"R",67273,"R",444926,444926
106397,1 ,2,"R",1151949,"R",1395556,"R",506,"R",229496,"R",164055,"R",60248,"R",166414,"R",1441693,"R",1726531,"R",3168224,"R",42151,"R",1077443,"R",1119594,1,"R",23898,"R",21427,1,"R",121,"R",40,"R",65,"R",7,"R",9,"R",4,"R",7020377,1,"R",1725480,"R",1128042,"R",6176365,"R",403724,"R",7708131,"R",22607,"R",2320626,"R",2343233,"R",18797221,17071741
106412,1 ,2,"R",56729,"R",81047,"R",53,"R",349,"R",3564,"R",0,"R",62014,"R",57078,"R",146678,"R",203756,"R",437,"R",35980,"R",36417,1,"R",29,"R",49,1,"R",15,"R",4,"R",0,"R",11,"R",0,"R",5,"R",628131,1,"R",194720,"R",3337,"R",139673,"R",20822,"R",163832,"R",1042,"R",15000,"R",16042,"R",1002725,808005
106449,1 ,2,"R",73369,"R",136440,"R",143,"R",5987,"R",311,"R",306,"R",0,"R",79662,"R",136894,"R",216556,"R",3546,"R",4673,"R",8219,1,"R",761,"R",28,1,"R",8,"R",2,"R",1,"R",5,"R",0,"R",1,"R",287043,1,"R",116018,"R",40586,"R",62384,"R",532,"R",103502,"R",0,"R",38047,"R",38047,"R",544610,428592
106458,1 ,2,"R",357835,"R",763414,"R",336,"R",22191,"R",298181,"R",2652,"R",126347,"R",382678,"R",1188278,"R",1570956,"R",9480,"R",907898,"R",917378,1,"R",5660,"R",1655,1,"R",36.2,"R",13,"R",18,"R",0,"R",5.2,"R",0,"R",1203888,1,"R",418466,"R",85665,"R",1588054,"R",0,"R",1673719,"R",10374,"R",222584,"R",232958,"R",3529031,3110565
106467,1 ,2,"R",163582,"R",709587,"R",359,"R",36102,"R",196968,"R",6872,"R",103014,"R",206556,"R",1009928,"R",1216484,"R",4836,"R",133795,"R",138631,1,"R",772,"R",392,1,"R",26.98,"R",8,"R",6,"R",1.9,"R",11.08,"R",1,"R",732491,1,"R",241875,"R",185950,"R",467842,"R",3873,"R",657665,"R",0,"R",252492,"R",252492,"R",1884523,1642648
106485,1 ,2,"R",117481,"R",7308,"R",107,"R",14629,"R",427,"R",9408,"R",2264,"R",141518,"R",10106,"R",151624,"R",1786,"R",211,"R",1997,1,"R",234,"R",40,1,"R",10.25,"R",4,"R",0,"R",5,"R",1.25,"R",0,"R",355916,1,"R",109910,"R",25343,"R",175418,"R",0,"R",200761,"R",1082,"R",103561,"R",104643,"R",771230,661320
106546,1 ,2,"R",220,"R",245,"R",11,"R",194,"R",497009,"R",21,"R",346,"R",435,"R",497611,"R",498046,"R",0,"R",144512,"R",144512,1,"R",198,"R",104,1,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0,"R",44102,1,"R",9348,"R",0,"R",366923,"R",0,"R",366923,"R",0,"R",0,"R",0,"R",420373,411025
106625,1 ,2,"R",17072,"R",0,"R",67,"R",477,"R",0,"R",12,"R",0,"R",17561,"R",67,"R",17628,"R",1091,"R",3684,"R",4775,1,"R",0,"R",0,1,"R",3,"R",1,"R",1,"R",0,"R",1,"R",0,"R",84155,1,"R",28997,"R",1002,"R",10347,"R",0,"R",11349,"R",0,"R",1223,"R",1223,"R",125724,96727
106704,1 ,2,"R",283780,"R",314998,"R",133,"R",18808,"R",50,"R",2577,"R",98083,"R",305165,"R",413264,"R",718429,"R",12403,"R",415798,"R",428201,1,"R",2219,"R",3765,1,"R",37.9,"R",9,"R",1,"R",24,"R",3.9,"R",0,"R",1271034,1,"R",403469,"R",44303,"R",1155350,"R",23651,"R",1223304,"R",3452,"R",108755,"R",112207,"R",3010014,2606545
106713,1 ,2,"R",45278,"R",329567,"R",113,"R",778,"R",412,"R",12,"R",2,"R",46068,"R",330094,"R",376162,"R",11348,"R",3754,"R",15102,1,"R",40,"R",45,1,"R",12,"R",2,"R",0,"R",0,"R",10,"R",0,"R",75000,2,"Z",0,"R",0,"R",36137,"R",887,"R",37024,"R",0,"R",0,"R",0,"R",112024,112024
106795,1 ,2,"R",11295,"R",6880,"R",870,"R",0,"R",0,"R",1,"R",0,"R",11296,"R",7750,"R",19046,"R",372,"R",8,"R",380,1,"R",0,"R",0,1,"R",12,"R",1,"R",4,"R",6,"R",1,"R",2,"R",79664,1,"R",16168,"R",3000,"R",35000,"R",5000,"R",43000,"R",0,"R",5000,"R",5000,"R",143832,127664
106810,2 ,2,"R",11981,"R",355847,"R",1128,"R",146,"R",0,"R",7,"R",0,"R",12134,"R",356975,"R",369109,"R",109,"R",652,"R",761,1,"R",0,"R",0,1,"R",7,"R",1,"R",0,"R",0,"R",6,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
106883,1 ,2,"R",22127,"R",0,"R",6,"R",8903,"R",0,"R",0,"R",0,"R",31030,"R",6,"R",31036,"R",3425,"R",200,"R",3625,1,"R",18,"R",15,1,"R",5,"R",1,"R",1,"R",1,"R",2,"R",0,"R",101000,1,"R",42900,"R",54000,"R",52,"R",0,"R",54052,"R",0,"R",0,"R",0,"R",197952,155052
106980,1 ,2,"R",30000,"R",78200,"R",113,"R",1842,"R",0,"R",24,"R",0,"R",31866,"R",78313,"R",110179,"R",3550,"R",45438,"R",48988,1,"R",0,"R",35,1,"R",7.5,"R",2,"R",1,"R",0.5,"R",4,"R",1,"R",185688,1,"R",46565,"R",45000,"R",2500,"R",0,"R",47500,"R",500,"R",15000,"R",15500,"R",295253,248688
106999,1 ,2,"R",11992,"R",663,"R",116,"R",474,"R",137,"R",39,"R",0,"R",12505,"R",916,"R",13421,"R",228,"R",2609,"R",2837,1,"R",0,"R",0,1,"R",2,"R",1,"R",0,"R",1,"R",0,"R",0,"R",96573,1,"R",32360,"R",291,"R",12232,"R",0,"R",12523,"R",0,"R",12165,"R",12165,"R",153621,121261
107044,1 ,2,"R",123859,"R",447299,"R",189,"R",14397,"R",517028,"R",2393,"R",104161,"R",140649,"R",1068677,"R",1209326,"R",10265,"R",247634,"R",257899,1,"R",995,"R",1884,1,"R",19,"R",8,"R",0,"R",5,"R",6,"R",0,"R",615786,1,"R",199900,"R",67708,"R",575365,"R",8030,"R",651103,"R",5974,"R",114508,"R",120482,"R",1587271,1387371
107071,1 ,2,"R",229186,"R",1815262,"R",117,"R",32517,"R",2393606,"R",754,"R",20,"R",262457,"R",4209005,"R",4471462,"R",4141,"R",1189,"R",5330,1,"R",1659,"R",249,1,"R",19,"R",3,"R",5,"R",0,"R",11,"R",0,"R",352701,1,"R",88936,"R",652,"R",308304,"R",64686,"R",373642,"R",275,"R",23135,"R",23410,"R",838689,749753
107080,1 ,2,"R",199084,"R",40428,"R",47,"R",4778,"R",80358,"R",75,"R",136892,"R",203937,"R",257725,"R",461662,"R",2170,"R",3184,"R",5354,1,"R",154,"R",353,1,"R",8,"R",2.75,"R",0.11,"R",3.51,"R",1.63,"R",0,"R",324978,2,"Z",0,"R",24000,"R",209712,"R",0,"R",233712,"R",1500,"R",70600,"R",72100,"R",630790,630790
107123,2 ,1,"A",,"R",5600,"R",50,"A",,"R",25,"A",,"R",9500,"A",,"R",15175,"R",15175,"A",,"R",115,"R",115,1,"R",200,"R",151,1,"R",1,"R",0,"R",1,"R",0,"R",0,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
107141,1 ,2,"R",86661,"R",660433,"R",126,"R",2581,"R",80249,"R",991,"R",100695,"R",90233,"R",841503,"R",931736,"R",3548,"R",60799,"R",64347,1,"R",422,"R",935,1,"R",10.69,"R",4,"R",1,"R",1.75,"R",3.94,"R",1,"R",360017,1,"R",86909,"R",19341,"R",125984,"R",13097,"R",158422,"R",536,"R",32700,"R",33236,"R",638584,551675
107318,1 ,2,"R",21586,"R",0,"R",68,"R",2702,"R",2671,"R",0,"R",0,"R",24288,"R",2739,"R",27027,"R",373,"R",3372,"R",3745,1,"R",0,"R",0,1,"R",3,"R",1,"R",0,"R",1.5,"R",0.5,"R",0,"R",81548,1,"R",27203,"R",20666,"R",4427,"R",0,"R",25093,"R",193,"R",21460,"R",21653,"R",155497,128294
107327,1 ,2,"R",23685,"R",0,"R",5,"R",198,"R",0,"R",18,"R",10,"R",23901,"R",15,"R",23916,"R",402,"R",20,"R",422,1,"R",106,"R",48,1,"R",3,"R",1,"R",1,"R",1,"R",0,"R",0,"R",88991,1,"R",24954,"R",6144,"R",50260,"R",0,"R",56404,"R",0,"R",5571,"R",5571,"R",175920,150966
107460,1 ,2,"R",6990,"R",372258,"R",12,"R",2345,"R",2390,"R",0,"R",1,"R",9335,"R",374661,"R",383996,"R",2832,"R",8000,"R",10832,1,"R",33,"R",15,1,"R",15,"R",1,"R",1,"R",9,"R",4,"R",0,"R",162173,1,"R",49201,"R",14753,"R",57503,"R",29839,"R",102095,"R",0,"R",4421,"R",4421,"R",317890,268689
107512,1 ,2,"R",177812,"R",175195,"R",155,"R",8820,"R",44183,"R",1446,"R",61207,"R",188078,"R",280740,"R",468818,"R",9642,"R",109680,"R",119322,1,"R",874,"R",146,1,"R",12.55,"R",5.5,"R",0,"R",3,"R",4.05,"R",1,"R",401408,2,"Z",0,"R",12753,"R",266257,"R",190,"R",279200,"R",12731,"R",70135,"R",82866,"R",763474,763474
107521,1 ,2,"R",12464,"R",11903,"R",76,"R",1222,"R",6430,"R",162,"R",7492,"R",13848,"R",25901,"R",39749,"R",1926,"R",186126,"R",188052,1,"R",32,"R",7,1,"R",3,"R",1,"R",1,"R",1,"R",0,"R",0,"R",98266,1,"R",33231,"R",3284,"R",25707,"R",2300,"R",31291,"R",0,"R",0,"R",0,"R",162788,129557
107549,2 ,2,"R",14465,"Z",0,"Z",0,"R",1849,"R",100,"R",40,"Z",0,"R",16354,"R",100,"R",16454,"R",102,"R",30696,"R",30798,1,"R",16,"R",7,1,"R",2,"R",1,"R",0,"R",0,"R",1,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
107558,1 ,2,"R",160702,"R",602806,"R",223,"R",3725,"R",165000,"R",596,"R",61000,"R",165023,"R",829029,"R",994052,"R",2230,"R",2240,"R",4470,1,"R",212,"R",26,1,"R",3.15,"R",2,"R",0,"R",0,"R",1.15,"R",0,"R",130396,1,"R",22010,"R",9592,"R",6738,"R",283186,"R",299516,"R",2349,"R",4777,"R",7126,"R",459048,437038
107585,1 ,2,"R",19154,"R",0,"R",83,"R",978,"R",117642,"R",265,"R",51389,"R",20397,"R",169114,"R",189511,"R",1046,"R",11156,"R",12202,1,"R",0,"R",0,1,"R",4.4,"R",1,"R",2,"R",1.4,"R",0,"R",0,"R",164474,1,"R",53511,"R",14250,"R",29211,"R",12233,"R",55694,"R",0,"R",17051,"R",17051,"R",290730,237219
107600,1 ,2,"R",63643,"R",24880,"R",55,"R",4916,"R",0,"R",103,"R",267,"R",68662,"R",25202,"R",93864,"R",240,"R",4300,"R",4540,1,"R",30,"R",9,1,"R",5,"R",2,"R",1,"R",2,"R",0,"R",0,"R",184521,1,"R",36904,"R",5000,"R",42000,"R",15000,"R",62000,"R",2200,"R",0,"R",2200,"R",285625,248721
107619,1 ,2,"R",39132,"R",185000,"R",36,"R",1000,"R",0,"R",2599,"R",50,"R",42731,"R",185086,"R",227817,"R",1000,"R",2500,"R",3500,1,"R",10,"R",8,1,"R",9,"R",1,"R",4,"R",1,"R",3,"R",2,"R",152920,1,"R",41288,"R",5000,"R",85000,"R",77733,"R",167733,"R",0,"R",3000,"R",3000,"R",364941,323653
107637,1 ,2,"R",5880,"R",67583,"R",72,"R",104,"R",0,"R",151,"R",5,"R",6135,"R",67660,"R",73795,"R",41,"R",299,"R",340,1,"R",0,"R",0,1,"R",3.5,"R",1,"R",0,"R",2.5,"R",0,"R",1,"R",97588,1,"R",33572,"R",0,"R",36221,"R",497,"R",36718,"R",0,"R",5478,"R",5478,"R",173356,139784
107664,1 ,2,"R",36237,"R",127700,"R",85,"R",3413,"Z",0,"R",62,"Z",0,"R",39712,"R",127785,"R",167497,"R",1442,"R",79629,"R",81071,1,"R",0,"R",0,1,"R",8,"R",5,"R",0,"R",3,"R",0,"R",1,"R",318961,1,"R",111636,"R",124000,"R",110000,"R",0,"R",234000,"R",0,"R",90000,"R",90000,"R",754597,642961
107725,1 ,2,"R",4273,"R",190289,"R",198,"R",1348,"R",0,"R",1,"R",0,"R",5622,"R",190487,"R",196109,"R",112,"R",6363,"R",6475,1,"R",0,"R",12,1,"R",3,"R",1,"R",2,"R",0,"R",0,"R",1,"R",115712,1,"R",31801,"R",519,"R",38266,"R",624,"R",39409,"R",0,"R",2821,"R",2821,"R",189743,157942
107743,1 ,2,"R",14076,"R",13064,"R",21,"R",669,"R",215207,"R",0,"R",0,"R",14745,"R",228292,"R",243037,"R",871,"R",5457,"R",6328,1,"R",1,"R",13,1,"R",1.5,"R",1,"R",0,"R",0.5,"R",0,"R",0,"R",75498,1,"R",23950,"R",2591,"R",15926,"R",0,"R",18517,"R",0,"R",7691,"R",7691,"R",125656,101706
107840,2 ,2,"R",4301,"R",0,"R",34,"R",70,"R",0,"R",0,"R",0,"R",4371,"R",34,"R",4405,"R",17,"R",0,"R",17,2,"A",,"A",,1,"R",3,"R",1,"R",1,"R",0,"R",1,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
107877,1 ,2,"R",55226,"R",236,"R",100,"R",234,"R",0,"R",6,"R",7,"R",55466,"R",343,"R",55809,"R",2892,"R",3127,"R",6019,1,"R",3,"R",5,1,"R",20,"R",1,"R",0,"R",1,"R",18,"R",1,"R",72100,2,"Z",0,"R",10500,"R",33500,"R",0,"R",44000,"R",300,"R",11770,"R",12070,"R",128170,128170
107974,1 ,2,"R",37432,"R",1195,"R",113,"R",150,"R",58736,"R",2,"R",0,"R",37584,"R",60044,"R",97628,"R",821,"R",45784,"R",46605,1,"R",0,"R",10,1,"R",10,"R",1,"R",2,"R",2,"R",5,"R",0,"R",100168,1,"R",42377,"R",5185,"R",22204,"R",0,"R",27389,"R",0,"R",22062,"R",22062,"R",191996,149619
107983,1 ,2,"R",147707,"R",230354,"R",186,"R",21528,"R",289167,"R",15,"R",55222,"R",169250,"R",574929,"R",744179,"R",7548,"R",51146,"R",58694,1,"R",678,"R",136,1,"R",13.25,"R",4.25,"R",0,"R",2,"R",7,"R",0,"R",387465,1,"R",96707,"R",54500,"R",308796,"R",52115,"R",415411,"R",0,"R",36163,"R",36163,"R",935746,839039
107992,1 ,2,"R",9065,"R",17094,"R",70,"R",633,"R",0,"R",8,"R",0,"R",9706,"R",17164,"R",26870,"R",919,"R",162,"R",1081,1,"R",18,"R",0,1,"R",3,"R",1,"R",1,"R",0.5,"R",0.5,"R",0,"R",125306,1,"R",36712,"R",1408,"R",5770,"R",11267,"R",18445,"R",0,"R",2110,"R",2110,"R",182573,145861
108092,1 ,2,"R",64268,"R",5073,"R",57,"R",7997,"R",75255,"R",154,"R",11426,"R",72419,"R",91811,"R",164230,"R",3239,"R",5965,"R",9204,1,"R",481,"R",496,1,"R",14.15,"R",6,"R",0,"R",4,"R",4.15,"R",0,"R",397898,1,"R",96023,"R",49887,"R",376672,"R",9743,"R",436302,"R",0,"R",110914,"R",110914,"R",1041137,945114
108232,2 ,2,"R",31071,"R",18579,"R",20,"R",3815,"R",7,"R",830,"R",59,"R",35716,"R",18665,"R",54381,"R",28,"R",9782,"R",9810,1,"R",0,"R",0,1,"R",2,"R",2,"R",0,"R",0,"R",0,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
108269,2 ,2,"R",2391,"R",730,"Z",0,"R",15,"R",8,"R",0,"R",0,"R",2406,"R",738,"R",3144,"R",1180,"R",12,"R",1192,2,"A",,"A",,1,"R",3,"R",1,"R",1,"R",0,"R",1,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
108667,1 ,2,"R",18108,"R",200,"R",38,"R",0,"R",0,"R",44,"R",0,"R",18152,"R",238,"R",18390,"R",265,"R",450223,"R",450488,2,"A",,"A",,1,"R",6.82,"R",4.4,"R",2.42,"R",0,"R",0,"R",0,"R",552848,1,"R",275000,"R",5299,"R",4270,"R",79902,"R",89471,"R",0,"R",0,"R",0,"R",917319,642319
108807,1 ,2,"R",66473,"R",92234,"R",53,"R",3320,"R",119058,"R",168,"R",0,"R",69961,"R",211345,"R",281306,"R",5224,"R",128730,"R",133954,1,"R",0,"R",12,1,"R",15.8,"R",11.8,"R",0,"R",4,"R",0,"R",1,"R",803659,1,"R",170713,"R",46084,"R",28732,"R",132308,"R",207124,"R",0,"R",2189,"R",2189,"R",1183685,1012972
108852,2 ,2,"R",16631,"R",0,"R",0,"R",1500,"R",0,"R",152,"R",0,"R",18283,"R",0,"R",18283,"R",3060,"R",0,"R",3060,2,"A",,"A",,1,"R",6,"R",1,"R",0,"R",0,"R",5,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
108870,1 ,2,"R",10059,"R",0,"R",0,"R",31834,"R",3471,"R",12,"R",0,"R",41905,"R",3471,"R",45376,"R",10597,"R",36243,"R",46840,2,"A",,"A",,1,"R",9,"R",2,"R",2,"R",5,"R",0,"R",0,"R",423636,1,"R",117978,"R",15544,"R",985,"R",900,"R",17429,"R",8500,"R",112120,"R",120620,"R",679663,561685
