UNITID,XSANIN01,SANIN01,XSANIT01,SANIT01,XSANIN02,SANIN02,XSANIT02,SANIT02,XSANIN03,SANIN03,XSANIT03,SANIT03,XSANIN04,SANIN04,XSANIT04,SANIT04,XSANIN05,SANIN05,XSANIT05,SANIT05,XSANIN06,SANIN06,XSANIT06,SANIT06,XSANIN07,SANIN07,XSANIT07,SANIT07,XSANIN08,SANIN08,XSANIT08,SANIT08,XSANIN09,SANIN09,XSANIT09,SANIT09,XSANIN10,SANIN10,XSANIT10,SANIT10,XSANIN11,SANIN11,XSANIT11,SANIT11,XSANIN12,SANIN12,XSANIT12,SANIT12,XSANIN13,SANIN13,XSANIT13,SANIT13,XSANIN14,SANIN14,XSANIT14,SANIT14 
101514,"R",225,"R",14057478,"Z",0,"Z",0,"Z",0,"Z",0,"R",10,"R",539639,"R",36,"R",3983649,"R",7,"R",417651,"R",24,"R",1473823,"R",31,"R",1508379,"Z",0,"Z",0,"R",14,"R",676881,"Z",0,"Z",0,"R",96,"R",5063891,"R",7,"R",393565,"Z",0,"Z",0
101569,"R",126,"R",7732061,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"R",410071,"R",24,"R",2556983,"R",4,"R",266307,"R",3,"R",291061,"R",10,"R",561355,"Z",0,"Z",0,"R",18,"R",712211,"R",6,"R",381421,"R",51,"R",2400180,"R",3,"R",152472,"Z",0,"Z",0
101587,"R",277,"R",14270774,"Z",0,"Z",0,"R",10,"R",487364,"R",20,"R",769060,"R",60,"R",5254304,"R",16,"R",720776,"R",8,"R",359554,"R",60,"R",2895522,"Z",0,"Z",0,"R",50,"R",1557834,"Z",0,"Z",0,"R",34,"R",1288238,"R",18,"R",878592,"R",1,"R",59530
101602,"R",60,"R",3935148,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",190342,"R",11,"R",1285389,"R",6,"R",420865,"R",4,"R",236632,"R",6,"R",388472,"Z",0,"Z",0,"R",7,"R",254772,"Z",0,"Z",0,"R",23,"R",1158676,"Z",0,"Z",0,"Z",0,"Z",0
101648,"R",77,"R",4757980,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",120417,"R",8,"R",886901,"R",33,"R",2025002,"Z",0,"Z",0,"R",1,"R",60473,"Z",0,"Z",0,"R",11,"R",536069,"Z",0,"Z",0,"R",20,"R",1026425,"R",2,"R",102693,"Z",0,"Z",0
101675,"R",115,"R",6062676,"R",2,"R",123961,"Z",0,"Z",0,"R",17,"R",745054,"R",18,"R",1788168,"R",9,"R",498883,"R",5,"R",250850,"R",22,"R",1073283,"Z",0,"Z",0,"R",19,"R",792276,"Z",0,"Z",0,"R",23,"R",790201,"Z",0,"Z",0,"Z",0,"Z",0
101693,"R",110,"R",4927253,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",138507,"R",17,"R",1372579,"R",13,"R",534694,"R",2,"R",96000,"R",42,"R",1675539,"R",1,"R",37440,"R",3,"R",116016,"Z",0,"Z",0,"R",29,"R",956478,"Z",0,"Z",0,"Z",0,"Z",0
101709,"R",349,"R",19289431,"Z",0,"Z",0,"Z",0,"Z",0,"R",25,"R",1502482,"R",42,"R",4586270,"R",30,"R",1621639,"R",15,"R",913160,"R",91,"R",4807000,"R",7,"R",343349,"R",64,"R",2452589,"Z",0,"Z",0,"R",55,"R",2075337,"R",20,"R",987605,"Z",0,"Z",0
101736,"R",131,"R",7883459,"Z",0,"Z",0,"Z",0,"Z",0,"R",18,"R",858237,"R",38,"R",3395660,"R",11,"R",662509,"R",7,"R",341559,"R",16,"R",800197,"Z",0,"Z",0,"R",17,"R",730635,"Z",0,"Z",0,"R",24,"R",1094662,"Z",0,"Z",0,"Z",0,"Z",0
101879,"R",502,"R",27276073,"Z",0,"Z",0,"Z",0,"Z",0,"R",82,"R",4118246,"R",63,"R",7497741,"R",38,"R",2109603,"R",28,"R",1760899,"R",66,"R",3730812,"R",12,"R",676338,"R",74,"R",2230005,"Z",0,"Z",0,"R",115,"R",4155457,"R",18,"R",765483,"R",6,"R",231489
101897,"R",79,"R",5022374,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",283613,"R",21,"R",2115439,"R",2,"R",164251,"R",4,"R",224262,"Z",0,"Z",0,"Z",0,"Z",0,"R",10,"R",419519,"Z",0,"Z",0,"R",36,"R",1716799,"R",2,"R",98491,"Z",0,"Z",0
101912,"R",167,"R",6440708,"R",2,"R",110144,"Z",0,"Z",0,"R",14,"R",603823,"R",48,"R",1618000,"R",6,"R",240000,"R",15,"R",997990,"R",14,"R",578769,"R",1,"R",67776,"R",14,"R",404310,"Z",0,"Z",0,"R",41,"R",1408591,"R",12,"R",411305,"Z",0,"Z",0
101994,"R",28,"R",1962351,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",366926,"R",4,"R",522023,"R",2,"R",125761,"R",1,"R",62400,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",102699,"Z",0,"Z",0,"R",13,"R",782542,"Z",0,"Z",0,"Z",0,"Z",0
102030,"R",107,"R",7142353,"Z",0,"Z",0,"Z",0,"Z",0,"R",11,"R",666440,"R",12,"R",1486603,"R",11,"R",1011306,"R",1,"R",111563,"R",6,"R",473719,"Z",0,"Z",0,"R",9,"R",383934,"Z",0,"Z",0,"R",56,"R",2974772,"R",1,"R",34016,"Z",0,"Z",0
102049,"R",589,"R",39182650,"Z",0,"Z",0,"Z",0,"Z",0,"R",32,"R",1877766,"R",76,"R",11123826,"R",72,"R",4944316,"R",53,"R",3421781,"R",147,"R",8413119,"R",12,"R",675000,"R",27,"R",1217857,"Z",0,"Z",0,"R",151,"R",6689324,"R",19,"R",819661,"Z",0,"Z",0
102058,"R",8,"R",208668,"R",1,"R",33300,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",93300,"R",2,"R",24888,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",30000,"Z",0,"Z",0,"R",2,"R",27180,"Z",0,"Z",0,"Z",0,"Z",0
102067,"R",172,"R",11121824,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",206411,"R",60,"R",5308389,"R",1,"R",69209,"R",8,"R",610188,"R",5,"R",326370,"Z",0,"Z",0,"R",9,"R",391239,"Z",0,"Z",0,"R",67,"R",3505183,"R",18,"R",704835,"Z",0,"Z",0
102076,"R",67,"R",4128391,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",147863,"R",18,"R",1781238,"R",5,"R",266673,"R",4,"R",221466,"R",3,"R",130417,"Z",0,"Z",0,"R",12,"R",537459,"Z",0,"Z",0,"R",22,"R",986157,"R",1,"R",57118,"Z",0,"Z",0
102094,"R",1090,"R",65496674,"R",9,"R",532307,"Z",0,"Z",0,"R",208,"R",10732501,"R",139,"R",17186282,"R",120,"R",7610732,"R",72,"R",4290541,"R",80,"R",7375019,"R",21,"R",1227737,"R",135,"R",4814150,"R",3,"R",154361,"R",195,"R",7032535,"R",101,"R",4241696,"R",7,"R",298813
102234,"R",127,"R",6682983,"Z",0,"Z",0,"Z",0,"Z",0,"R",8,"R",476156,"R",20,"R",2044814,"R",6,"R",336100,"R",7,"R",312323,"R",39,"R",1645487,"Z",0,"Z",0,"R",16,"R",510863,"Z",0,"Z",0,"R",30,"R",1318240,"R",1,"R",39000,"Z",0,"Z",0
102270,"R",77,"R",3888548,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",158568,"R",20,"R",1646000,"R",6,"R",307250,"R",5,"R",243400,"R",15,"R",761956,"Z",0,"Z",0,"R",19,"R",469574,"R",1,"R",46000,"R",7,"R",255800,"Z",0,"Z",0,"Z",0,"Z",0
102298,"R",119,"R",6967971,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",145000,"R",45,"R",3975057,"R",1,"R",70000,"R",4,"R",166350,"R",25,"R",1240850,"Z",0,"Z",0,"R",18,"R",538364,"R",1,"R",42000,"R",14,"R",528582,"R",8,"R",261768,"Z",0,"Z",0
102313,"R",86,"R",5838846,"Z",0,"Z",0,"Z",0,"Z",0,"R",9,"R",476110,"R",14,"R",1753146,"R",7,"R",530953,"R",3,"R",175913,"R",1,"R",53200,"Z",0,"Z",0,"R",6,"R",218862,"Z",0,"Z",0,"R",39,"R",2298003,"R",7,"R",332659,"Z",0,"Z",0
102368,"R",834,"R",45843351,"Z",0,"Z",0,"Z",0,"Z",0,"R",89,"R",4838165,"R",153,"R",12320937,"R",52,"R",2457149,"R",59,"R",3314824,"R",180,"R",11362934,"R",6,"R",384324,"R",37,"R",1767765,"R",24,"R",1078304,"R",227,"R",8084795,"R",3,"R",116572,"R",4,"R",117582
102377,"R",393,"R",21525279,"R",19,"R",1238719,"R",14,"R",868000,"R",21,"R",880000,"R",71,"R",6910372,"R",55,"R",2957913,"R",28,"R",1733282,"R",18,"R",1034166,"R",40,"R",1610312,"R",46,"R",1377500,"Z",0,"Z",0,"R",71,"R",2578807,"R",4,"R",164966,"R",6,"R",171242
102395,"R",43,"R",2519754,"Z",0,"Z",0,"Z",0,"Z",0,"R",13,"R",589308,"R",8,"R",845798,"R",2,"R",90000,"R",4,"R",236569,"R",6,"R",318332,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",8,"R",347947,"R",1,"R",45900,"R",1,"R",45900
102429,"R",136,"R",7631716,"Z",0,"Z",0,"Z",0,"Z",0,"R",12,"R",550704,"R",29,"R",2780377,"R",5,"R",271764,"R",6,"R",325917,"R",32,"R",1510959,"Z",0,"Z",0,"R",13,"R",490658,"Z",0,"Z",0,"R",27,"R",1198522,"R",12,"R",502815,"Z",0,"Z",0
102553,"R",939,"R",65273109,"R",53,"R",3454554,"R",108,"R",6527671,"R",33,"R",2082129,"R",109,"R",13911907,"R",130,"R",9414999,"R",79,"R",5484417,"R",123,"R",7410057,"R",7,"R",486345,"R",42,"R",2523514,"R",3,"R",142812,"R",187,"R",9935454,"R",57,"R",3455607,"R",8,"R",443643
102580,"R",7,"R",342000,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",56000,"R",1,"R",75000,"R",2,"R",94000,"Z",0,"Z",0,"R",1,"R",36000,"Z",0,"Z",0,"R",1,"R",30000,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",51000,"Z",0,"Z",0
102614,"R",1466,"R",107868030,"R",385,"R",31017323,"R",95,"R",6676204,"R",61,"R",3967809,"R",105,"R",13982062,"R",140,"R",10966280,"R",162,"R",11041572,"R",92,"R",5852933,"R",4,"R",278438,"R",71,"R",3556412,"R",3,"R",139610,"R",209,"R",11824501,"R",109,"R",6700430,"R",30,"R",1864456
102632,"R",165,"R",10767829,"R",5,"R",368489,"R",2,"R",145092,"R",7,"R",372755,"R",21,"R",2383391,"R",24,"R",1660000,"R",20,"R",1349755,"R",18,"R",1000454,"Z",0,"Z",0,"R",23,"R",1004464,"Z",0,"Z",0,"R",36,"R",1910349,"R",9,"R",573080,"Z",0,"Z",0
102669,"R",67,"R",4617343,"R",5,"R",342400,"R",1,"R",53600,"R",18,"R",925286,"R",16,"R",1681370,"R",4,"R",221003,"R",5,"R",377201,"R",11,"R",622800,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"R",393683,"Z",0,"Z",0,"Z",0,"Z",0
102845,"R",100,"R",5172523,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",23,"R",1633986,"R",13,"R",676373,"R",2,"R",88985,"R",17,"R",797327,"Z",0,"Z",0,"R",1,"R",35360,"R",17,"R",875014,"R",27,"R",1065478,"Z",0,"Z",0,"Z",0,"Z",0
103501,"R",17,"R",971117,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",386464,"R",2,"R",110653,"R",1,"R",46000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",9,"R",428000,"Z",0,"Z",0,"Z",0,"Z",0
103529,"R",188,"R",17330200,"Z",0,"Z",0,"R",2,"R",119725,"Z",0,"Z",0,"R",47,"R",6507443,"R",46,"R",3683179,"R",43,"R",3632197,"R",7,"R",597459,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",43,"R",2790197,"Z",0,"Z",0,"Z",0,"Z",0
103893,"R",42,"R",2717630,"Z",0,"Z",0,"Z",0,"Z",0,"R",9,"R",716924,"R",29,"R",1824800,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",175906,"Z",0,"Z",0,"Z",0,"Z",0
103909,"R",32,"R",2098716,"Z",0,"Z",0,"Z",0,"Z",0,"R",8,"R",652035,"R",21,"R",1311231,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",135450,"Z",0,"Z",0,"Z",0,"Z",0
103927,"R",22,"R",1421799,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",423851,"R",15,"R",954268,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",43680,"Z",0,"Z",0,"Z",0,"Z",0
103963,"R",21,"R",1205619,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",207979,"R",3,"R",319750,"R",3,"R",151424,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",136864,"R",5,"R",270231,"R",3,"R",119371,"Z",0,"Z",0,"Z",0,"Z",0
104090,"R",29,"R",2091171,"Z",0,"Z",0,"Z",0,"Z",0,"R",8,"R",521066,"R",12,"R",1114486,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",90371,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"R",365248,"Z",0,"Z",0,"Z",0,"Z",0
104151,"R",8192,"R",604999206,"R",116,"R",13369653,"R",9,"R",1014277,"R",394,"R",26131280,"R",2135,"R",236255171,"R",1476,"R",85898722,"R",1529,"R",102892539,"R",952,"R",56412814,"R",58,"R",4296562,"R",254,"R",14389785,"R",25,"R",1246382,"R",981,"R",49394984,"R",199,"R",10614428,"R",64,"R",3082609
104160,"R",299,"R",16687635,"Z",0,"Z",0,"Z",0,"Z",0,"R",10,"R",509352,"R",65,"R",5496007,"R",15,"R",822788,"R",11,"R",623368,"R",51,"R",2856314,"R",3,"R",157804,"R",49,"R",1975110,"Z",0,"Z",0,"R",81,"R",3560628,"R",11,"R",530626,"R",3,"R",155638
104179,"R",7862,"R",542070735,"R",452,"R",34026819,"R",69,"R",7501855,"R",639,"R",39042697,"R",806,"R",111688903,"R",938,"R",61385006,"R",1663,"R",111935183,"R",1262,"R",84273386,"R",130,"R",9079014,"R",737,"R",28111824,"R",22,"R",1006633,"R",717,"R",33801495,"R",275,"R",13372048,"R",152,"R",6845872
104346,"R",272,"R",13991766,"Z",0,"Z",0,"Z",0,"Z",0,"R",70,"R",3435570,"R",49,"R",4325256,"R",7,"R",425407,"R",25,"R",1327957,"R",18,"R",922924,"R",2,"R",108604,"R",59,"R",1645685,"Z",0,"Z",0,"R",42,"R",1800363,"Z",0,"Z",0,"Z",0,"Z",0
104425,"R",239,"R",14133807,"Z",0,"Z",0,"Z",0,"Z",0,"R",24,"R",1260447,"R",46,"R",4486045,"R",13,"R",745268,"R",20,"R",1163263,"R",38,"R",2159695,"R",3,"R",179871,"R",27,"R",1017725,"Z",0,"Z",0,"R",54,"R",2379994,"R",14,"R",741499,"Z",0,"Z",0
104577,"R",171,"R",11671424,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",235199,"R",34,"R",3588620,"R",16,"R",1263462,"R",11,"R",794910,"R",34,"R",2199053,"R",2,"R",132402,"R",37,"R",1838717,"Z",0,"Z",0,"R",33,"R",1619061,"Z",0,"Z",0,"Z",0,"Z",0
104586,"R",355,"R",21142314,"Z",0,"Z",0,"Z",0,"Z",0,"R",174,"R",9569562,"R",41,"R",4818219,"R",14,"R",782625,"R",8,"R",391462,"R",15,"R",926153,"R",4,"R",197960,"R",24,"R",1004973,"Z",0,"Z",0,"R",35,"R",1449449,"R",39,"R",1939282,"R",1,"R",62629
104665,"R",4,"R",418916,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",48916,"R",2,"R",235000,"R",1,"R",135000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
104708,"R",351,"R",22221565,"R",2,"R",153190,"Z",0,"Z",0,"R",46,"R",2948444,"R",59,"R",6243393,"R",113,"R",5875598,"R",33,"R",2135992,"R",8,"R",408035,"R",4,"R",196586,"R",34,"R",1623604,"Z",0,"Z",0,"R",41,"R",2012706,"R",7,"R",423185,"R",4,"R",200832
104717,"R",1194,"R",67595577,"Z",0,"Z",0,"Z",0,"Z",0,"R",97,"R",5594608,"R",201,"R",18926037,"R",60,"R",3216081,"R",41,"R",2233902,"R",142,"R",10172448,"R",52,"R",3123134,"R",357,"R",13718952,"R",10,"R",475284,"R",98,"R",4531861,"R",120,"R",4939126,"R",16,"R",664144
105136,"R",531,"R",45241777,"R",6,"R",503047,"R",6,"R",373368,"R",14,"R",928025,"R",161,"R",19661491,"R",197,"R",12043528,"R",89,"R",7756702,"R",11,"R",1323619,"Z",0,"Z",0,"R",15,"R",857508,"Z",0,"Z",0,"R",27,"R",1542368,"R",4,"R",210536,"R",1,"R",41585
105145,"R",228,"R",15861693,"R",2,"R",134330,"Z",0,"Z",0,"R",50,"R",3109142,"R",60,"R",5988668,"R",66,"R",3813765,"R",10,"R",603365,"R",2,"R",123435,"R",1,"R",64303,"R",14,"R",851137,"Z",0,"Z",0,"R",20,"R",1003884,"R",3,"R",169664,"Z",0,"Z",0
105154,"R",403,"R",26603991,"R",2,"R",172045,"Z",0,"Z",0,"R",64,"R",3878164,"R",77,"R",7763632,"R",124,"R",7054807,"R",28,"R",1964981,"R",12,"R",727706,"R",3,"R",144412,"R",27,"R",1511178,"Z",0,"Z",0,"R",51,"R",2501750,"R",12,"R",747394,"R",3,"R",137922
105206,"R",207,"R",12371666,"Z",0,"Z",0,"Z",0,"Z",0,"R",15,"R",826058,"R",49,"R",4962270,"R",4,"R",232899,"R",19,"R",1060456,"R",24,"R",1211593,"Z",0,"Z",0,"R",19,"R",772381,"Z",0,"Z",0,"R",73,"R",3152416,"R",4,"R",153593,"Z",0,"Z",0
105215,"R",21,"R",1367399,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",478188,"R",13,"R",716779,"R",1,"R",62446,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",109986,"Z",0,"Z",0
105297,"R",205,"R",9371942,"Z",0,"Z",0,"Z",0,"Z",0,"R",32,"R",1439543,"R",34,"R",2502315,"R",23,"R",980461,"R",14,"R",646211,"R",8,"R",352014,"Z",0,"Z",0,"R",51,"R",1814097,"R",2,"R",65623,"R",41,"R",1571678,"Z",0,"Z",0,"Z",0,"Z",0
105330,"R",2010,"R",135384223,"R",23,"R",1758083,"Z",0,"Z",0,"R",114,"R",7047367,"R",142,"R",20987456,"R",594,"R",37765555,"R",385,"R",27801535,"R",286,"R",17666105,"R",24,"R",1944637,"R",190,"R",8318003,"Z",0,"Z",0,"R",165,"R",7661140,"R",55,"R",2834551,"R",32,"R",1599791
105349,"R",133,"R",7212390,"Z",0,"Z",0,"Z",0,"Z",0,"R",16,"R",686984,"R",23,"R",2213372,"R",15,"R",705088,"R",20,"R",950624,"R",18,"R",816710,"Z",0,"Z",0,"R",2,"R",75916,"Z",0,"Z",0,"R",27,"R",1211324,"R",11,"R",503559,"R",1,"R",48813
105428,"R",267,"R",17448992,"R",2,"R",137148,"Z",0,"Z",0,"R",48,"R",2902143,"R",50,"R",5219011,"R",74,"R",4008723,"R",17,"R",1210166,"R",7,"R",432857,"R",3,"R",170897,"R",24,"R",1205376,"Z",0,"Z",0,"R",33,"R",1634652,"R",6,"R",375743,"R",3,"R",152276
105525,"R",967,"R",63392427,"Z",0,"Z",0,"Z",0,"Z",0,"R",461,"R",26914774,"R",97,"R",11936125,"R",99,"R",6484311,"R",108,"R",7402660,"R",14,"R",953576,"R",1,"R",66893,"R",100,"R",5387429,"Z",0,"Z",0,"R",75,"R",3646059,"Z",0,"Z",0,"R",12,"R",600600
105534,"R",74,"R",4766721,"Z",0,"Z",0,"Z",0,"Z",0,"R",24,"R",1403923,"R",6,"R",600347,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",44,"R",2762451,"Z",0,"Z",0,"Z",0,"Z",0
105543,"R",18,"R",1075150,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",337022,"R",2,"R",215535,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",11,"R",522593,"Z",0,"Z",0,"Z",0,"Z",0
105589,"R",78,"R",4430435,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",136984,"R",25,"R",2092733,"R",2,"R",92440,"R",4,"R",220000,"R",2,"R",101000,"Z",0,"Z",0,"R",5,"R",227576,"R",8,"R",393232,"R",29,"R",1127720,"R",1,"R",38750,"Z",0,"Z",0
105659,"R",21,"R",1462007,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",547195,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",8,"R",552786,"R",6,"R",281214,"R",2,"R",80812,"Z",0,"Z",0
105668,"R",453,"R",32134389,"R",4,"R",249778,"Z",0,"Z",0,"R",51,"R",3525324,"R",128,"R",12788659,"R",132,"R",7228802,"R",46,"R",3561842,"R",28,"R",1723502,"Z",0,"Z",0,"R",20,"R",1004614,"Z",0,"Z",0,"R",38,"R",1770666,"R",2,"R",112767,"R",4,"R",168435
105747,"R",204,"R",14311367,"R",2,"R",134114,"Z",0,"Z",0,"R",25,"R",1514102,"R",48,"R",5087592,"R",57,"R",3466807,"R",17,"R",1169368,"R",7,"R",402275,"R",2,"R",112120,"R",12,"R",709979,"Z",0,"Z",0,"R",28,"R",1347529,"R",5,"R",310133,"R",1,"R",57348
105792,"R",131,"R",9158282,"R",1,"R",76282,"Z",0,"Z",0,"R",20,"R",1343053,"R",27,"R",3056929,"R",45,"R",2540101,"R",12,"R",750314,"R",2,"R",104951,"R",1,"R",54276,"R",9,"R",532000,"Z",0,"Z",0,"R",9,"R",444314,"R",2,"R",129748,"R",3,"R",126314
105899,"R",115,"R",6182678,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",87482,"R",10,"R",1583376,"R",2,"R",134000,"R",3,"R",151842,"R",45,"R",2057680,"R",4,"R",119000,"R",19,"R",767872,"R",14,"R",680301,"R",16,"R",601125,"Z",0,"Z",0,"Z",0,"Z",0
106041,"R",43,"R",2945716,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",11,"R",1230560,"R",29,"R",1550597,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",61649,"R",2,"R",102910,"Z",0,"Z",0
106148,"R",343,"R",21495446,"Z",0,"Z",0,"Z",0,"Z",0,"R",45,"R",2303059,"R",77,"R",7356802,"R",28,"R",1827608,"R",25,"R",1711740,"R",49,"R",2689121,"R",5,"R",328835,"R",40,"R",1662379,"Z",0,"Z",0,"R",53,"R",2560218,"R",20,"R",1012120,"R",1,"R",43564
106245,"R",625,"R",33641094,"Z",0,"Z",0,"Z",0,"Z",0,"R",57,"R",2854434,"R",155,"R",12013584,"R",42,"R",2506775,"R",164,"R",9065846,"R",54,"R",2678368,"R",1,"R",86000,"R",54,"R",1514148,"Z",0,"Z",0,"R",68,"R",1904271,"R",28,"R",956106,"R",2,"R",61562
106263,"R",2049,"R",134000317,"R",59,"R",7452326,"R",2,"R",361350,"R",148,"R",6887801,"R",693,"R",60675909,"R",323,"R",18008029,"R",222,"R",16072021,"R",63,"R",2916955,"R",130,"R",6504106,"R",169,"R",5696094,"R",26,"R",811200,"R",127,"R",4862290,"R",85,"R",3688546,"R",2,"R",63690
106306,"R",83,"R",4118685,"Z",0,"Z",0,"Z",0,"Z",0,"R",16,"R",777970,"R",11,"R",908080,"R",4,"R",279070,"R",1,"R",42000,"R",11,"R",610620,"Z",0,"Z",0,"R",25,"R",861412,"Z",0,"Z",0,"R",12,"R",525477,"R",3,"R",114056,"Z",0,"Z",0
106342,"R",111,"R",5160346,"Z",0,"Z",0,"Z",0,"Z",0,"R",16,"R",733310,"R",12,"R",1129707,"R",12,"R",683058,"R",2,"R",105568,"R",48,"R",1816069,"R",2,"R",111031,"R",3,"R",78214,"Z",0,"Z",0,"R",14,"R",437889,"Z",0,"Z",0,"R",2,"R",65500
106397,"R",3813,"R",232228329,"R",19,"R",1916822,"R",66,"R",6493465,"R",327,"R",17468960,"R",475,"R",50829518,"R",723,"R",42307955,"R",824,"R",47135598,"R",167,"R",18853230,"R",50,"R",3951145,"R",313,"R",10733815,"R",6,"R",210313,"R",586,"R",20591978,"R",219,"R",9944684,"R",38,"R",1790846
106412,"R",456,"R",21992718,"R",18,"R",804243,"R",30,"R",1532330,"R",35,"R",1520456,"R",40,"R",4310019,"R",31,"R",1751075,"R",30,"R",1313919,"R",76,"R",3832939,"R",1,"R",57624,"R",65,"R",2208388,"Z",0,"Z",0,"R",99,"R",3533252,"R",28,"R",1026727,"R",3,"R",101746
106449,"R",162,"R",6923538,"Z",0,"Z",0,"Z",0,"Z",0,"R",14,"R",518434,"R",38,"R",2758890,"R",16,"R",565584,"R",17,"R",658003,"R",24,"R",881412,"Z",0,"Z",0,"R",9,"R",279361,"Z",0,"Z",0,"R",33,"R",896735,"R",11,"R",365119,"Z",0,"Z",0
106458,"R",1007,"R",48297015,"Z",0,"Z",0,"Z",0,"Z",0,"R",64,"R",2164680,"R",224,"R",16927819,"R",273,"R",12043709,"R",55,"R",2783141,"R",90,"R",5000545,"R",10,"R",390840,"R",100,"R",2924123,"R",1,"R",36315,"R",110,"R",3082712,"R",76,"R",2794947,"R",4,"R",148184
106467,"R",451,"R",22187067,"Z",0,"Z",0,"Z",0,"Z",0,"R",43,"R",2188877,"R",54,"R",5767011,"R",34,"R",1787452,"R",39,"R",2007295,"R",72,"R",3560929,"R",8,"R",433026,"R",68,"R",2107179,"R",1,"R",34095,"R",111,"R",3613103,"R",21,"R",688100,"Z",0,"Z",0
106485,"R",219,"R",9433796,"Z",0,"Z",0,"Z",0,"Z",0,"R",8,"R",306008,"R",13,"R",1555169,"R",7,"R",357681,"R",17,"R",840021,"R",27,"R",1322492,"R",2,"R",106446,"R",33,"R",997609,"R",4,"R",128829,"R",77,"R",2863562,"R",27,"R",860994,"R",4,"R",94985
106546,"R",22,"R",1233482,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",44616,"R",6,"R",533770,"Z",0,"Z",0,"R",2,"R",164403,"R",1,"R",68141,"Z",0,"Z",0,"R",1,"R",55266,"R",1,"R",50003,"R",10,"R",317283,"Z",0,"Z",0,"Z",0,"Z",0
