UNITID,XF3A01,F3A01,XF3A01A,F3A01A,XF3A01B,F3A01B,XF3A01C,F3A01C,XF3A02,F3A02,XF3A02A,F3A02A,XF3A03,F3A03,XF3A04,F3A04,XF3A05,F3A05,XF3A06,F3A06,XF3A07,F3A07,XF3A08,F3A08,XF3A09,F3A09,XF3A10,F3A10,XF3A11,F3A11,XF3A12,F3A12,XF3B01,F3B01,XF3B02,F3B02,XF3B03,F3B03,XF3B04,F3B04,XF3B05,F3B05,XF3B06,F3B06,XF3B07,F3B07,XF3B08,F3B08,XF3C01,F3C01,XF3C02,F3C02,XF3C03,F3C03,XF3C03A,F3C03A,XF3C03B,F3C03B,XF3C04,F3C04,XF3C05,F3C05,XF3C06,F3C06,XF3C07,F3C07,XF3C08,F3C08,XF3C12,F3C12,XF3C121,F3C121,XF3C122,F3C122,XF3C13,F3C13,XF3C131,F3C131,XF3C132,F3C132,XF3C14,F3C14,XF3C141,F3C141,XF3C142,F3C142,XF3C15,F3C15,XF3C151,F3C151,XF3C152,F3C152,XF3C16,F3C16,XF3C161,F3C161,XF3C162,F3C162,XF3C17,F3C17,XF3C171,F3C171,XF3C172,F3C172,XF3D01,F3D01,XF3D02,F3D02,XF3D02A,F3D02A,XF3D02B,F3D02B,XF3D03,F3D03,XF3D03A,F3D03A,XF3D03B,F3D03B,XF3D03C,F3D03C,XF3D03D,F3D03D,XF3D04,F3D04,XF3D05,F3D05,XF3D06,F3D06,XF3D07,F3D07,XF3D12,F3D12,XF3D08,F3D08,XF3D09,F3D09,XF3E011,F3E011,XF3E012,F3E012,XF3E02A1,F3E02A1,XF3E02A2,F3E02A2,XF3E02B1,F3E02B1,XF3E02B2,F3E02B2,XF3E03A1,F3E03A1,XF3E03A2,F3E03A2,XF3E03B1,F3E03B1,XF3E03B2,F3E03B2,XF3E03C1,F3E03C1,XF3E03C2,F3E03C2,XF3E041,F3E041,XF3E042,F3E042,XF3E051,F3E051,XF3E101,F3E101,XF3E102,F3E102,XF3E061,F3E061,XF3E062,F3E062,XF3E071,F3E071,XF3E072,F3E072,XF3E073,F3E073,XF3E074,F3E074,XF3E075,F3E075,XF3E076,F3E076,XF3E077,F3E077,XF3F01,F3F01,XF3F02,F3F02,F3F03,XF3G01,F3G01,XF3G02,F3G02,XF3G03,F3G03,XF3G04,F3G04,XF3G05,F3G05,XF3G06,F3G06,XF3G07,F3G07   
106324,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",160406,"R",0,"R",0,"R",0,"R",0,"R",0,"R",160406,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",347740,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",44226,"A",,"A",,"R",0,"R",391966,"R",131870,"R",58847,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",140729,"R",30060,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",272599,"R",88907,"R",5914,"R",26840,"R",8748,"R",453,"R",141737,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
106351,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",294621,"R",78500,"Z",0,"Z",0,"Z",0,"Z",0,"R",373121,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",817462,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6628,"A",,"A",,"R",0,"R",824090,"R",284620,"R",284620,"Z",0,"Z",0,"Z",0,"Z",0,"R",11750,"R",11750,"R",19023,"R",19023,"R",84702,"R",72413,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",400095,"R",387806,"R",0,"R",5680,"R",0,"R",0,"R",6609,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
106494,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",405699,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",405699,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",772431,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",44388,"A",,"A",,"R",3000,"R",819819,"R",467171,"R",306025,"Z",0,"Z",0,"Z",0,"Z",0,"R",63423,"R",15000,"R",0,"R",0,"R",359398,"R",85000,"A",,"A",,"Z",0,"A",,"A",,"R",0,"R",0,"R",889992,"R",406025,"R",8253,"R",142701,"R",31565,"R",3782,"R",297666,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
106908,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1574681,"R",166755,"R",6827,"R",6827,"Z",0,"R",57509,"R",1805772,"R",49750,"R",0,"R",49750,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",49750,"R",49750,"R",0,"R",4166778,"R",437903,"Z",0,"R",437903,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",270495,"A",,"A",,"R",0,"R",4875176,"R",1925528,"R",761999,"Z",0,"Z",0,"Z",0,"Z",0,"R",209203,"R",198774,"R",562082,"R",534062,"R",794174,"R",269477,"A",,"A",,"Z",0,"A",,"A",,"R",1271780,"R",0,"R",4762767,"R",1764312,"R",92566,"R",298328,"R",198383,"R",13849,"R",2395329,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
107099,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",387520,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",387520,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",958006,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",148576,"A",,"A",,"R",199452,"R",1306034,"R",359901,"R",230599,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",260618,"R",0,"A",,"A",,"Z",0,"A",,"A",,"R",0,"R",0,"R",620519,"R",230599,"R",9249,"R",16474,"R",37874,"R",0,"R",326323,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
107220,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",973944,"R",0,"R",79215,"R",22662,"R",56553,"R",33061,"R",1086220,"R",107303,"R",0,"R",107303,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",17689,"R",17689,"R",0,"R",56553,"R",56553,"R",0,"R",0,"R",0,"R",0,"R",33061,"R",33061,"R",0,"R",2790979,"R",0,"R",0,"R",0,"R",63326,"R",0,"R",63326,"R",0,"R",0,"R",0,"R",0,"R",351591,"A",,"A",,"R",688299,"R",3894195,"R",1314216,"R",1212482,"R",0,"R",0,"R",0,"R",0,"R",1473,"R",1473,"R",931,"R",931,"R",259147,"R",259147,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",1575767,"R",1474033,"R",29716,"R",14629,"R",12540,"R",1473,"R",43376,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
107293,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",199179,"R",0,"R",0,"R",0,"R",0,"R",0,"R",199179,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",507242,"R",12000,"R",0,"R",12000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",27740,"A",,"A",,"R",0,"R",546982,"R",223087,"R",114531,"R",0,"R",0,"R",0,"R",0,"R",49967,"R",49250,"R",76325,"R",41280,"R",211423,"R",50000,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",560802,"R",255061,"R",0,"R",287997,"R",17744,"R",0,"R",0,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
107442,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",129843,"R",0,"R",0,"R",0,"R",0,"R",0,"R",129843,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",129843,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",25282,"A",,"A",,"R",39702,"R",194827,"R",146386,"R",146386,"R",0,"R",0,"R",0,"R",0,"R",3000,"R",2000,"R",3500,"R",2500,"R",2271,"R",2015,"A",,"A",,"R",0,"A",,"A",,"R",25282,"R",0,"R",180439,"R",152901,"R",0,"R",21446,"R",6092,"R",0,"R",0,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
107655,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",164648,"Z",0,"Z",0,"Z",0,"Z",0,"R",6207,"R",170855,"R",6207,"R",0,"R",6207,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6207,"R",6207,"R",0,"R",466460,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",27901,"R",26676,"A",,"A",,"R",0,"R",521037,"R",86542,"R",86542,"R",0,"R",0,"R",0,"R",0,"R",28091,"R",0,"R",42873,"R",26000,"R",254596,"R",0,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",412102,"R",112542,"R",0,"R",254596,"R",0,"R",0,"R",44964,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
107789,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",433692,"R",21219,"R",0,"R",0,"Z",0,"R",12425,"R",467336,"R",11927,"R",0,"R",11927,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",11927,"R",11927,"R",0,"R",1617366,"R",43096,"R",0,"R",43096,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",90783,"A",,"A",,"R",0,"R",1751245,"R",476931,"R",211485,"Z",0,"Z",0,"Z",0,"Z",0,"R",43742,"R",41452,"R",120687,"R",114369,"R",228943,"R",92819,"A",,"A",,"Z",0,"A",,"A",,"R",349798,"R",0,"R",1220101,"R",460125,"R",25420,"R",78963,"R",52033,"R",0,"R",603560,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
107831,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"P",277948,"P",0,"P",0,"P",0,"P",0,"P",0,"P",277948,"P",0,"P",0,"P",0,"P",0,"P",0,"P",0,"P",0,"P",0,"P",0,"P",0,"P",0,"P",0,"P",0,"P",0,"P",0,"P",0,"P",0,"P",0,"P",0,"P",0,"P",0,"P",822924,"P",0,"P",0,"P",0,"P",0,"P",0,"P",0,"P",0,"P",0,"P",0,"P",0,"P",34490,"A",,"A",,"P",1,"P",857415,"P",92608,"P",87272,"P",0,"P",0,"P",0,"P",0,"P",28414,"P",18462,"P",52618,"P",51215,"P",51566,"P",45908,"A",,"A",,"P",0,"A",,"A",,"P",0,"P",0,"P",225206,"P",202857,"P",0,"P",15705,"P",0,"P",0,"P",6643,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
108065,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",65609,"R",0,"R",0,"R",0,"R",0,"R",30000,"R",95609,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",143303,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",8768,"R",30101,"A",,"A",,"R",0,"R",182172,"R",39967,"R",39967,"R",0,"R",0,"R",0,"R",0,"R",2100,"R",0,"R",1385,"R",0,"R",2964,"R",0,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",46416,"R",39967,"R",2100,"R",4349,"R",0,"R",0,"R",0,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
108232,"R",127547721,"R",21277732,"R",46014048,"R",0,"R",76072350,"R",1237257,"R",51475371,"R",127547721,"R",2497538,"R",3340546,"R",141077341,"R",23350849,"R",0,"R",170266274,"R",124252226,"R",46014048,"R",180485998,"R",176863696,"R",0,"R",3622302,"R",0,"R",47853069,"R",0,"R",51475371,"R",13365051,"R",947406,"R",1964461,"R",1964461,"R",0,"R",9734579,"R",26011497,"R",11699040,"R",0,"R",11699040,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1964461,"R",1964461,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",9734579,"R",9734579,"R",0,"R",174012127,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",200,"R",0,"R",6136156,"R",0,"R",337515,"R",180485998,"R",64592639,"R",36514287,"R",0,"R",0,"R",0,"R",0,"R",467091,"R",130666,"R",29980474,"R",19972031,"R",44557571,"R",8074768,"R",11449045,"R",0,"R",0,"R",0,"R",0,"R",25816876,"R",1881831,"R",176863696,"R",66573583,"R",11733262,"R",27434094,"R",8668993,"R",1981482,"R",60472282,"A",,"A",,-2,"R",3677302,"R",180485998,"R",51475371,"R",127547721,"R",5461323,"R",1237257,"R",176863696
108977,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",647414,"R",0,"R",0,"R",0,"R",0,"R",1550,"R",648964,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1594453,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3838,"A",,"A",,"R",146322,"R",1744613,"R",802648,"R",355495,"R",0,"R",0,"R",0,"R",0,"R",117426,"R",73636,"R",215120,"R",212672,"R",110291,"R",96199,"A",,"A",,"R",0,"A",,"A",,"R",378137,"R",0,"R",1623622,"R",738002,"R",0,"R",400205,"R",31375,"R",12248,"R",441792,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
109040,"R",44955600,"R",5590060,"R",18112100,"R",0,"R",25147335,"R",8660995,"R",19808265,"R",44955600,"R",0,"R",32170724,"R",8664904,"R",438976,"R",8250963,"R",49525567,"R",31413467,"R",18112100,"R",64697613,"R",59150642,"R",0,"R",5546971,"R",-4689775,"R",18951069,"R",0,"R",19808265,"R",12552289,"R",585932,"R",824659,"R",824659,"R",0,"R",678024,"R",14640904,"R",678024,"R",0,"R",678024,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",678024,"R",678024,"R",0,"R",63506260,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1160014,"Z",0,"Z",0,"A",,"R",31339,"R",64697613,"R",22049707,"R",11805422,"Z",0,"Z",0,"Z",0,"Z",0,"R",2183976,"R",1611570,"R",3631721,"R",2411597,"R",31275360,"R",8384606,"Z",0,"Z",0,"Z",0,"A",,"A",,"R",9878,"R",1,"R",59150642,"R",24213196,"R",1965768,"R",5364621,"R",4173345,"R",221054,"R",23212658,"A",,"A",,-2,"R",59205398,"R",64697613,"R",19808265,"R",44955600,"R",1696163,"R",8660995,"R",59150642
109721,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1035270,"R",97800,"R",0,"R",0,"R",0,"R",0,"R",1133070,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2032899,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"R",0,"R",2032899,"R",206845,"R",178294,"R",0,"R",0,"R",0,"R",0,"R",242812,"R",160889,"R",479696,"R",181809,"R",429834,"R",207584,"A",,"A",,"R",0,"A",,"A",,"R",488603,"R",108254,"R",1847790,"R",836830,"R",115382,"R",231893,"R",27368,"R",6260,"R",630057,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
109730,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",305471,"R",92700,"Z",0,"Z",0,"Z",0,"Z",0,"R",398171,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",801211,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"R",0,"R",801211,"R",255574,"R",89226,"R",0,"R",0,"R",0,"R",0,"R",105990,"R",86208,"R",141655,"R",100872,"R",225610,"R",129311,"A",,"A",,"R",0,"A",,"A",,"R",62423,"R",3,"R",791252,"R",405620,"R",93075,"R",188596,"R",1200,"R",175,"R",102586,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
109934,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1671266,"R",584332,"R",0,"R",0,"R",0,"R",30250,"R",2285848,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5261508,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",460,"R",50712,"A",,"A",,"R",0,"R",5312680,"R",2022383,"R",2022383,"R",0,"R",0,"R",0,"R",0,"R",1141343,"R",1141343,"R",237327,"R",237327,"R",598359,"R",0,"A",,"A",,"R",0,"A",,"A",,"R",46762,"R",0,"R",4046174,"R",3401053,"R",0,"R",598359,"R",46762,"R",0,"R",0,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
110194,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",864370,"R",21504,"R",0,"R",0,"R",0,"R",7161,"R",893035,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2464831,"R",893035,"R",0,"R",893035,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",30618,"A",,"A",,"R",0,"R",3388484,"R",1140243,"R",1110643,"R",0,"R",0,"R",0,"R",0,"R",26425,"R",26425,"R",118348,"R",114500,"R",489790,"R",460654,"A",,"A",,"R",0,"A",,"A",,"R",1362174,"R",0,"R",3136980,"R",1712222,"R",62584,"R",409041,"R",53464,"R",0,"R",899669,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
110219,"R",12578541,"R",0,"R",1743226,"R",0,"R",6037759,"R",534829,"R",6540782,"R",12578541,"R",1918925,"R",0,"R",1829972,"R",0,"R",5837114,"R",9586011,"R",7842785,"R",1743226,"R",26384395,"R",22601799,"R",0,"R",3782596,"R",-3682294,"R",6440480,"R",0,"R",6540782,"R",10354758,"R",129627,"R",0,"R",0,"R",0,"R",0,"R",10484385,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",25498348,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",443047,"R",0,"R",0,"R",443000,"R",26384395,"R",7179895,"R",4593153,"R",0,"R",0,"R",0,"R",0,"R",352453,"R",325612,"R",8532687,"R",4529279,"R",6536764,"R",1347925,"Z",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",22601799,"R",10795969,"R",673402,"R",93237,"R",499769,"R",50184,"R",10489238,"R",0,"R",13825, 3,"R",3782596,"R",26384395,"R",6540782,"R",12578541,"R",4797556,"R",601462,"R",22601799
110468,"R",80416391,"R",0,"R",7623001,"R",16846644,"R",73504923,"R",0,"R",6911468,"R",80416391,"R",0,"R",11146203,"R",7420695,"R",204432,"R",0,"R",18771330,"R",11148329,"R",7623001,"R",83215894,"R",87120040,"R",0,"R",-3904146,"Z",0,"R",1862918,"R",8952696,"R",6911468,"R",63199,"R",359068,"R",28359,"R",28359,"Z",0,"R",4040283,"R",4490909,"R",4040283,"R",0,"R",4040283,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4040283,"R",4040283,"R",0,"R",78974930,"R",422267,"R",0,"R",422267,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",-6,"R",124618,"R",120814,"R",0,"R",3573271,"R",83215894,"R",31962600,"R",22299329,"R",117189,"R",92925,"R",763239,"R",496929,"R",12909040,"R",4774671,"R",18403192,"R",6713850,"R",18200576,"R",4844142,"R",3733935,"R",0,"R",0,"R",0,"R",0,"R",1030269,"R",0,"R",87120040,"R",39221846,"R",6787706,"R",9825401,"R",2213347,"R",2642735,"R",26429005,"R",0,"R",0, 3,"R",83215894,"R",83215894,"R",6911468,"R",80416391,"R",6911468,"R",0,"R",87120040
110778,"R",3685026,"R",0,"R",19705,"R",3460,"R",3113076,"R",0,"R",571950,"R",3685026,"R",0,"R",387576,"R",2929817,"R",0,"R",0,"R",3317393,"R",3297688,"R",19705,"R",7567742,"R",7305328,"R",0,"R",262414,"R",0,"R",309536,"R",0,"R",571950,"R",25049,"R",10000,"R",0,"R",0,"R",0,"R",154325,"R",189374,"R",154325,"R",0,"R",154325,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",154325,"R",154325,"R",0,"R",6903673,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",664069,"R",7567742,"R",2619677,"R",1845568,"R",0,"R",0,"R",0,"R",0,"R",511924,"R",325509,"R",829471,"R",627802,"R",3028530,"R",938868,"R",0,"R",0,"R",0,"R",0,"R",0,"R",315726,"R",230257,"R",7305328,"R",3968004,"R",314445,"R",1129441,"R",26734,"R",0,"R",1866704,"R",0,"R",800, 3,"R",262414,"R",7567742,"R",571950,"R",3685026,"R",354498,"R",0,"R",7305328
110875,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",224473,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",224473,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",523760,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",-7495,"R",43208,"A",,"A",,"R",7225,"R",566698,"R",120000,"R",25000,"Z",0,"Z",0,"Z",0,"Z",0,"R",11245,"R",11245,"R",19543,"R",19543,"R",21578,"R",21578,"A",,"A",,"Z",0,"A",,"A",,"R",0,"R",0,"R",172366,"R",77366,"Z",0,"R",2542,"R",4342,"Z",0,"R",88116,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
