UNITID,XBAREVCT,BAREVCT,XBAEXCLU,BAEXCLU,XBAAC150,BAAC150,XBANC100,BANC100,XBAGR100,BAGR100,XBANC150,BANC150,XBAGR150,BAGR150,XBAAEXCL,BAAEXCL,XBAAC200,BAAC200,XBANC20A,BANC200A,XBASTEND,BASTEND,XBANC200,BANC200,XBAGR200,BAGR200,XL4REVCT,L4REVCT,XL4EXCLU,L4EXCLU,XL4AC150,L4AC150,XL4NC100,L4NC100,XL4GR100,L4GR100,XL4NC150,L4NC150,XL4GR150,L4GR150,XL4AEXCL,L4AEXCL,XL4AC200,L4AC200,XL4NC20A,L4NC200A,XL4STEND,L4STEND,XL4NC200,L4NC200,XL4GR200,L4GR200 
232672,"R",257,"R",0,"R",257,"R",90,"R",35,"R",109,"R",42,"Z",0,"R",257,"R",8,"R",0,"R",117,"R",46,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
232681,"R",840,"R",0,"R",840,"R",459,"R",55,"R",548,"R",65,"R",0,"R",840,"R",8,"R",3,"R",556,"R",66,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
232706,"R",350,"R",0,"R",350,"R",144,"R",41,"R",188,"R",54,"R",0,"R",350,"R",4,"R",1,"R",192,"R",55,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
232788,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",272,"R",0,"R",272,"R",75,"R",28,"R",120,"R",44,"R",0,"R",272,"R",16,"R",15,"R",136,"R",50
232867,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",553,"R",0,"R",553,"R",169,"R",31,"R",230,"R",42,"R",0,"R",553,"R",11,"R",18,"R",241,"R",44
232919,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",54,"R",0,"R",54,"R",36,"R",67,"R",36,"R",67,"Z",0,"R",54,"R",0,"Z",0,"R",36,"R",67
232937,"R",549,"R",0,"R",549,"R",91,"R",17,"R",218,"R",40,"R",0,"R",549,"R",19,"R",5,"R",237,"R",43,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
232946,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",5667,"R",0,"R",5667,"R",845,"R",15,"R",1863,"R",33,"R",0,"R",5667,"R",354,"R",441,"R",2217,"R",39
232982,"R",2764,"R",58,"R",2706,"R",718,"R",27,"R",1427,"R",53,"R",1,"R",2705,"R",75,"R",44,"R",1502,"R",56,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
233019,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",403,"R",0,"R",403,"R",108,"R",27,"R",164,"R",41,"R",0,"R",403,"R",22,"R",12,"R",186,"R",46
233037,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",135,"R",0,"R",135,"R",19,"R",14,"R",32,"R",24,"R",0,"R",135,"R",4,"R",6,"R",36,"R",27
233116,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",354,"R",0,"R",354,"R",66,"R",19,"R",113,"R",32,"R",0,"R",354,"R",18,"R",22,"R",131,"R",37
233277,"R",2013,"R",3,"R",2010,"R",806,"R",40,"R",1126,"R",56,"R",0,"R",2010,"R",28,"R",3,"R",1154,"R",57,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
233286,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",51,"R",0,"R",51,"R",9,"R",18,"R",35,"R",69,"R",0,"R",51,"R",1,"R",0,"R",36,"R",71
233295,"R",421,"R",0,"R",421,"R",255,"R",61,"R",277,"R",66,"R",0,"R",421,"R",0,"R",0,"R",277,"R",66,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
233301,"R",191,"R",0,"R",191,"R",99,"R",52,"R",107,"R",56,"Z",0,"R",191,"R",0,"Z",0,"R",107,"R",56,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
233310,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",189,"R",0,"R",189,"R",37,"R",20,"R",61,"R",32,"R",0,"R",189,"R",2,"R",4,"R",63,"R",33
233329,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",141,"R",0,"R",141,"R",35,"R",25,"R",72,"R",51,"Z",0,"R",141,"R",0,"Z",0,"R",72,"R",51
233338,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",435,"R",0,"R",435,"R",37,"R",9,"R",173,"R",40,"Z",0,"R",435,"R",1,"R",4,"R",174,"R",40
233374,"R",814,"R",0,"R",814,"R",670,"R",82,"R",716,"R",88,"R",0,"R",814,"R",1,"R",1,"R",717,"R",88,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
233426,"R",562,"R",0,"R",562,"R",357,"R",64,"R",392,"R",70,"R",0,"R",562,"R",2,"R",1,"R",394,"R",70,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
233541,"R",417,"R",0,"R",417,"R",190,"R",46,"R",251,"R",60,"R",0,"R",417,"R",5,"R",0,"R",256,"R",61,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
233602,"R",15,"R",0,"R",15,"R",6,"R",40,"R",8,"R",53,"Z",0,"R",15,"R",0,"Z",0,"R",8,"R",53,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
233611,"R",223,"R",39,"R",184,"R",51,"R",28,"R",83,"R",45,"Z",0,"R",184,"R",11,"Z",0,"R",94,"R",51,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
233639,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",217,"R",0,"R",217,"R",63,"R",29,"R",91,"R",42,"R",0,"R",217,"R",9,"R",10,"R",100,"R",46
233648,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",341,"R",0,"R",341,"R",67,"R",20,"R",118,"R",35,"R",0,"R",341,"R",16,"R",25,"R",134,"R",39
233666,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",10,"R",1,"R",9,"R",0,"R",0,"R",4,"R",44,"Z",0,"R",9,"R",0,"Z",0,"R",4,"R",44
233684,"R",14,"R",0,"R",14,"R",1,"R",7,"R",1,"R",7,"Z",0,"R",14,"R",0,"Z",0,"R",1,"R",7,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
233718,"R",154,"R",0,"R",154,"R",2,"R",1,"R",47,"R",31,"R",0,"R",154,"R",2,"R",0,"R",49,"R",32,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
233754,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",803,"R",0,"R",803,"R",113,"R",14,"R",227,"R",28,"R",0,"R",803,"R",18,"R",40,"R",245,"R",31
233772,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2222,"R",0,"R",2222,"R",307,"R",14,"R",588,"R",26,"R",0,"R",2222,"R",111,"R",118,"R",699,"R",31
233897,"R",305,"R",0,"R",305,"R",94,"R",31,"R",147,"R",48,"R",0,"R",305,"R",5,"R",1,"R",152,"R",50,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
233903,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",317,"R",0,"R",317,"R",101,"R",32,"R",129,"R",41,"R",0,"R",317,"R",4,"R",14,"R",133,"R",42
233921,"R",5403,"R",7,"R",5396,"R",3491,"R",65,"R",4648,"R",86,"R",0,"R",5396,"R",76,"R",20,"R",4724,"R",88,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
233949,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",716,"R",0,"R",716,"R",148,"R",21,"R",236,"R",33,"R",0,"R",716,"R",55,"R",33,"R",291,"R",41
234030,"R",3522,"R",6,"R",3516,"R",1549,"R",44,"R",2324,"R",66,"R",0,"R",3516,"R",73,"R",29,"R",2397,"R",68,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
234076,"R",3706,"R",0,"R",3706,"R",3316,"R",89,"R",3484,"R",94,"R",0,"R",3706,"R",19,"R",4,"R",3503,"R",95,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
234085,"R",452,"R",0,"R",452,"R",343,"R",76,"R",386,"R",85,"R",0,"R",452,"R",1,"R",0,"R",387,"R",86,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
234119,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",13,"R",0,"R",13,"R",5,"R",38,"R",8,"R",62,"R",0,"R",13,"R",2,"R",0,"R",10,"R",77
234137,"R",19,"R",0,"R",19,"R",3,"R",16,"R",5,"R",26,"Z",0,"R",19,"R",0,"Z",0,"R",5,"R",26,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
234155,"R",909,"R",0,"R",909,"R",252,"R",28,"R",420,"R",46,"Z",0,"R",909,"R",11,"R",13,"R",431,"R",47,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
234164,"R",421,"R",0,"R",421,"R",90,"R",21,"R",150,"R",36,"Z",0,"R",421,"R",3,"R",4,"R",153,"R",36,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
234173,"R",406,"R",0,"R",406,"R",185,"R",46,"R",202,"R",50,"R",0,"R",406,"R",1,"R",1,"R",203,"R",50,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
234207,"R",471,"R",0,"R",471,"R",428,"R",91,"R",440,"R",93,"Z",0,"R",471,"R",0,"Z",0,"R",440,"R",93,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
234377,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",297,"R",0,"R",297,"R",91,"R",31,"R",132,"R",44,"R",0,"R",297,"R",5,"R",11,"R",137,"R",46
234827,"R",1200,"R",2,"R",1198,"R",409,"R",34,"R",699,"R",58,"R",0,"R",1198,"R",25,"R",10,"R",724,"R",60,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
234924,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",39,"R",0,"R",39,"R",8,"R",21,"R",29,"R",74,"Z",0,"R",39,"R",0,"Z",0,"R",29,"R",74
235024,"R",160,"R",0,"R",160,"R",78,"R",49,"R",83,"R",52,"Z",0,"R",160,"R",0,"Z",0,"R",83,"R",52,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
235088,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",255,"R",0,"R",255,"R",220,"R",86,"R",224,"R",88,"Z",0,"R",255,"R",0,"Z",0,"R",224,"R",88
235097,"R",1604,"R",1,"R",1603,"R",414,"R",26,"R",815,"R",51,"R",0,"R",1603,"R",47,"R",29,"R",862,"R",54,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
235149,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",609,"R",0,"R",609,"R",159,"R",26,"R",223,"R",37,"Z",0,"R",609,"R",14,"R",37,"R",237,"R",39
235167,"R",527,"R",1,"R",526,"R",182,"R",35,"R",236,"R",45,"R",0,"R",526,"R",20,"R",11,"R",256,"R",49,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
235307,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",90,"R",0,"R",90,"R",1,"R",1,"R",69,"R",77,"R",0,"R",90,"R",16,"R",5,"R",85,"R",94
235316,"R",1048,"R",1,"R",1047,"R",805,"R",77,"R",921,"R",88,"R",0,"R",1047,"R",7,"R",0,"R",928,"R",89,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
235352,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",31,"R",0,"R",31,"R",10,"R",32,"R",26,"R",84,"R",0,"R",31,"R",1,"R",1,"R",27,"R",87
235422,"R",120,"R",0,"R",120,"R",27,"R",23,"R",50,"R",42,"R",0,"R",120,"R",3,"R",1,"R",53,"R",44,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
235501,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",335,"R",0,"R",335,"R",245,"R",73,"R",245,"R",73,"Z",0,"R",335,"R",0,"Z",0,"R",245,"R",73
235583,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",35,"R",0,"R",35,"R",0,"R",0,"R",22,"R",63,"R",0,"R",35,"R",1,"R",0,"R",23,"R",66
235671,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",166,"R",0,"R",166,"R",63,"R",38,"R",72,"R",43,"Z",0,"R",166,"R",1,"R",2,"R",73,"R",44
236133,"R",193,"R",0,"R",193,"R",104,"R",54,"R",118,"R",61,"R",0,"R",193,"R",4,"R",0,"R",122,"R",63,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
236212,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",423,"R",0,"R",423,"R",318,"R",75,"R",336,"R",79,"R",0,"R",423,"R",4,"R",0,"R",340,"R",80
236230,"R",574,"R",0,"R",574,"R",361,"R",63,"R",409,"R",71,"R",0,"R",574,"R",6,"R",0,"R",415,"R",72,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
236328,"R",663,"R",0,"R",663,"R",450,"R",68,"R",511,"R",77,"R",0,"R",663,"R",3,"R",0,"R",514,"R",78,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
236452,"R",153,"R",0,"R",153,"R",76,"R",50,"R",94,"R",61,"R",0,"R",153,"R",2,"R",1,"R",96,"R",63,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
236577,"R",683,"R",2,"R",681,"R",344,"R",51,"R",446,"R",65,"R",0,"R",681,"R",2,"R",0,"R",448,"R",66,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
236595,"R",921,"R",0,"R",921,"R",577,"R",63,"R",676,"R",73,"Z",0,"R",921,"R",10,"Z",0,"R",686,"R",74,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
236610,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",279,"R",0,"R",279,"R",62,"R",22,"R",80,"R",29,"Z",0,"R",279,"R",7,"R",14,"R",87,"R",31
236656,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",476,"R",0,"R",476,"R",153,"R",32,"R",208,"R",44,"Z",0,"R",476,"R",13,"R",26,"R",221,"R",46
236744,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",18,"R",0,"R",18,"R",8,"R",44,"R",10,"R",56,"Z",0,"R",18,"R",0,"Z",0,"R",10,"R",56
236896,"R",345,"R",0,"R",345,"R",106,"R",31,"R",200,"R",58,"R",0,"R",345,"R",3,"R",2,"R",203,"R",59,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
236939,"R",4357,"R",0,"R",4357,"R",1594,"R",37,"R",2551,"R",59,"R",0,"R",4357,"R",83,"R",38,"R",2634,"R",60,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
236948,"R",6324,"R",6,"R",6318,"R",4231,"R",67,"R",5180,"R",82,"R",0,"R",6318,"R",80,"R",16,"R",5260,"R",83,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
237011,"R",2763,"R",0,"R",2763,"R",1055,"R",38,"R",1866,"R",68,"R",0,"R",2763,"R",44,"R",15,"R",1910,"R",69,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
237057,"R",394,"R",1,"R",393,"R",311,"R",79,"R",337,"R",86,"R",0,"R",393,"R",4,"R",2,"R",341,"R",87,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
237066,"R",618,"R",4,"R",614,"R",405,"R",66,"R",473,"R",77,"R",0,"R",614,"R",2,"R",0,"R",475,"R",77,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
237118,"R",346,"R",0,"R",346,"R",87,"R",25,"R",109,"R",32,"R",0,"R",346,"R",3,"R",0,"R",112,"R",32,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
237127,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",36,"R",0,"R",36,"R",24,"R",67,"R",24,"R",67,"Z",0,"R",36,"R",0,"Z",0,"R",24,"R",67
237136,"R",21,"R",0,"R",21,"R",11,"R",52,"R",12,"R",57,"Z",0,"R",21,"R",0,"Z",0,"R",12,"R",57,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
237145,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",4,"R",0,"R",4,"R",4,"R",100,"R",4,"R",100,"Z",0,"R",4,"R",0,"Z",0,"R",4,"R",100
237172,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",32,"R",0,"R",32,"R",28,"R",88,"R",28,"R",88,"R",0,"R",32,"R",0,"R",0,"R",28,"R",88
237181,"R",246,"R",0,"R",246,"R",87,"R",35,"R",107,"R",43,"Z",0,"R",246,"R",1,"Z",0,"R",108,"R",44,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
237215,"R",129,"R",0,"R",129,"R",18,"R",14,"R",46,"R",36,"Z",0,"R",129,"R",1,"R",0,"R",47,"R",36,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
237242,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",32,"R",0,"R",32,"R",30,"R",94,"R",30,"R",94,"R",0,"R",32,"R",0,"R",0,"R",30,"R",94
237303,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",68,"R",0,"R",68,"R",11,"R",16,"R",35,"R",51,"R",0,"R",68,"R",1,"R",0,"R",36,"R",53
237312,"R",317,"R",0,"R",317,"R",117,"R",37,"R",146,"R",46,"R",0,"R",317,"R",3,"R",0,"R",149,"R",47,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
237321,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",31,"R",0,"R",31,"R",8,"R",26,"R",13,"R",42,"Z",0,"R",31,"R",0,"Z",0,"R",13,"R",42
237330,"R",417,"R",0,"R",417,"R",116,"R",28,"R",157,"R",38,"R",0,"R",417,"R",5,"R",3,"R",162,"R",39,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
237358,"R",178,"R",0,"R",178,"R",76,"R",43,"R",92,"R",52,"R",0,"R",178,"R",0,"R",0,"R",92,"R",52,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
237367,"R",665,"R",0,"R",665,"R",165,"R",25,"R",237,"R",36,"R",0,"R",665,"R",6,"R",11,"R",243,"R",37,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
237385,"R",170,"R",0,"R",170,"R",23,"R",14,"R",61,"R",36,"R",1,"R",169,"R",1,"R",1,"R",62,"R",37,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
237437,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",27,"R",0,"R",27,"R",5,"R",19,"R",5,"R",19,"R",0,"R",27,"R",0,"R",1,"R",5,"R",19
237473,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",117,"R",0,"R",117,"R",0,"R",0,"R",100,"R",85,"Z",0,"R",117,"R",0,"Z",0,"R",100,"R",85
237491,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",32,"R",0,"R",32,"R",26,"R",81,"R",26,"R",81,"Z",0,"R",32,"R",0,"Z",0,"R",26,"R",81
237525,"R",1804,"R",3,"R",1801,"R",530,"R",29,"R",911,"R",51,"R",0,"R",1801,"R",38,"R",28,"R",949,"R",53,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
237543,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",28,"R",0,"R",28,"R",21,"R",75,"R",21,"R",75,"Z",0,"R",28,"R",0,"Z",0,"R",21,"R",75
237561,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",22,"R",0,"R",22,"R",12,"R",55,"R",12,"R",55,"Z",0,"R",22,"R",0,"Z",0,"R",12,"R",55
237570,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",40,"R",0,"R",40,"R",1,"R",3,"R",28,"R",70,"R",0,"R",40,"R",1,"R",1,"R",29,"R",73
237598,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1,"R",0,"R",1,"R",1,"R",100,"R",1,"R",100,"Z",0,"R",1,"R",0,"Z",0,"R",1,"R",100
237729,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",36,"R",0,"R",36,"R",21,"R",58,"R",29,"R",81,"Z",0,"R",36,"R",0,"Z",0,"R",29,"R",81
237783,"R",110,"R",0,"R",110,"R",25,"R",23,"R",25,"R",23,"R",0,"R",110,"R",0,"R",0,"R",25,"R",23,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
237792,"R",634,"R",0,"R",634,"R",204,"R",32,"R",289,"R",46,"R",0,"R",634,"R",5,"R",8,"R",294,"R",46,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
237817,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",382,"R",0,"R",382,"R",45,"R",12,"R",89,"R",23,"Z",0,"R",382,"R",0,"R",32,"R",89,"R",23
237844,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",118,"R",0,"R",118,"R",112,"R",95,"R",115,"R",97,"R",0,"R",118,"R",0,"R",0,"R",115,"R",97
237899,"R",392,"R",0,"R",392,"R",71,"R",18,"R",118,"R",30,"Z",0,"R",392,"R",6,"R",7,"R",124,"R",32,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
237932,"R",468,"R",0,"R",468,"R",167,"R",36,"R",248,"R",53,"R",0,"R",468,"R",5,"R",1,"R",253,"R",54,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
237950,"R",260,"R",0,"R",260,"R",41,"R",16,"R",72,"R",28,"R",0,"R",260,"R",2,"Z",0,"R",74,"R",28,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
237969,"R",415,"R",0,"R",415,"R",194,"R",47,"R",229,"R",55,"Z",0,"R",415,"R",0,"Z",0,"R",229,"R",55,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
237987,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",45,"R",0,"R",45,"R",20,"R",44,"R",20,"R",44,"Z",0,"R",45,"R",0,"Z",0,"R",20,"R",44
237996,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",90,"R",0,"R",90,"R",56,"R",62,"R",64,"R",71,"Z",0,"R",90,"R",0,"Z",0,"R",64,"R",71
238005,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",72,"R",0,"R",72,"R",46,"R",64,"R",55,"R",76,"R",0,"R",72,"R",0,"R",0,"R",55,"R",76
238014,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",246,"R",0,"R",246,"R",50,"R",20,"R",75,"R",30,"R",0,"R",246,"R",8,"R",13,"R",83,"R",34
238032,"R",4850,"R",9,"R",4841,"R",1977,"R",41,"R",2953,"R",61,"R",0,"R",4841,"R",73,"R",19,"R",3026,"R",63,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
